,Line,Spkr,StTime,Content,EnTime,Label,Aux
81,859,DCB_se2_ag3_m_02,681.8865,is from the mid nineties.,"684.2506
",BE_P,is
82,867,DCB_se2_ag3_m_02,688.1570,"So like Chuck Brown, it- that- that doesn't count!","690.4278
",DO_N,doesn't
83,877,DCB_se2_ag3_m_02,695.3414,"Um, I don't have to like go go","696.7542
",DO_N,don't
84,877,DCB_se2_ag3_m_02,695.3414,"Um, I don't have to like go go","696.7542
",HV_P,have
85,897,DCB_se2_ag3_m_02,708.5910,"um, cause there's different types of go go.","710.0727
",BE_P,'s
86,907,DCB_se2_ag3_m_02,715.3604,"It's, um,","716.0027
",BE_P,'s
87,917,DCB_se2_ag3_m_02,724.6792,right? And there's variations on that.,"726.5351
",BE_P,'s
88,921,DCB_se2_ag3_m_02,728.7395,"and it's similar to the like,","730.7865
",BE_P,'s
89,937,DCB_se2_ag3_m_02,738.3812,"it's not a one four,","739.4164
",BE_N,'s not
90,939,DCB_se2_ag3_m_02,739.7463,"it's like a two four pocket,","741.1032
",BE_P,'s
91,955,DCB_se2_ag3_m_02,749.9522,which is like the popular go go that they listen to now.,"752.3804
",BE_P,is
92,957,DCB_se2_ag3_m_02,752.7301,"Where it's like,","753.1125
",BE_P,'s
93,964,DCB_se2_ag3_m_02,760.3855,"it's like,","761.1315
",BE_P,'s
94,974,DCB_se2_ag3_m_02,768.9042,is,"769.7109
",BE_P,is
95,1062,DCB_se2_ag3_m_02,828.6932,a white person's yoga mat.,"829.8543
",BE_P,'s
96,1064,DCB_se2_ag3_m_02,830.4185,"Like (laughing), they're just like,","831.5795
",BE_P,'re
97,1068,DCB_se2_ag3_m_02,834.2747,"Like the outlet is there,","835.6186
",BE_P,is
98,1070,DCB_se2_ag3_m_02,835.7004,but there's no like,"836.6982
",BE_P,'s
99,1088,DCB_se2_ag3_m_02,844.3909,I don't go to go gos often.,"845.7151
",DO_N,don't
100,1110,DCB_se2_ag3_m_02,860.4931,Cause it's [two.],"860.9687
",BE_P,'s
101,1140,DCB_se2_ag3_m_02,880.3378,is fucking great.,"881.2413
",BE_P,is
102,1144,DCB_se2_ag3_m_02,882.8919,"it's like,","883.3722
",BE_P,'s
103,1156,DCB_se2_ag3_m_02,893.3066,I did the best mumbo sauce,"894.9339
",DO_P,did
104,1168,DCB_se2_ag3_m_02,903.7456,on Good Hope Road has the best mumbo sauce in the city.,"906.5003
",HV_P,has
105,1185,DCB_se2_ag3_m_02,917.4091,is just sweet and sour,"919.8059
",BE_P,is
106,1187,DCB_se2_ag3_m_02,920.2255,"um, what is it? Sweet and sour,","922.0487
",BE_P,is
107,1205,DCB_se2_ag3_m_02,930.6262,it's a different,"931.3722
",BE_P,'s
108,1209,DCB_se2_ag3_m_02,932.6172,"and it's a different- um,","934.0068
",BE_P,'s
109,1217,DCB_se2_ag3_m_02,937.6660,"So like, some will have like, a honey mustard base.","940.2073
",HV_P,have
110,1219,DCB_se2_ag3_m_02,940.5605,Some will have- like it depends on what you base it out of.,"943.0178
",HV_P,have
111,1221,DCB_se2_ag3_m_02,943.3303,But that's really like the make up,"944.8177
",BE_P,'s
112,1237,DCB_se2_ag3_m_02,954.7707,"and like, there's your","955.8665
",BE_P,'s
113,1239,DCB_se2_ag3_m_02,956.3794,"deep red mumbo sauce where you can tell there's like, more ketchup involved.","960.4676
",BE_P,'s
114,1241,DCB_se2_ag3_m_02,960.9153,And it's like a-,"962.1090
",BE_P,'s
115,1245,DCB_se2_ag3_m_02,963.8016,"it's usually like,","964.5477
",BE_P,'s
116,1249,DCB_se2_ag3_m_02,967.1158,"Um, then there's like- I don't like","968.6032
",DO_N,don't
117,1249,DCB_se2_ag3_m_02,967.1158,"Um, then there's like- I don't like","968.6032
",BE_P,'s
118,1253,DCB_se2_ag3_m_02,969.0042,the light mumbo sauce where it's like you can kind of see through it?,"971.8568
",BE_P,'s
119,1257,DCB_se2_ag3_m_02,972.4769,"Naw, like, that's not the good mumbo sauce (laughing).","974.7385
",BE_N,'s not
120,1259,DCB_se2_ag3_m_02,975.4519,[Like that's real.,"976.1140
",BE_P,'s
121,1261,DCB_se2_ag3_m_02,976.2446,It's like,"976.5803
",BE_P,'s
122,1263,DCB_se2_ag3_m_02,976.8403,you ain't- you ain't messing with] that. That's not,"978.3137
",AI,ain't
123,1263,DCB_se2_ag3_m_02,976.8403,you ain't- you ain't messing with] that. That's not,"978.3137
",AI,ain't
124,1274,DCB_se2_ag3_m_02,985.1717,"do another session, like I got","986.7524
",DO_P,do
125,1276,DCB_se2_ag3_m_02,987.0229,st- <laugh> [apparently I've] got stories for [days.],"989.8754
",HV_P,'ve
