,Line,Spkr,StTime,Content,EnTime,Label,Aux
31,127,DCB_se1_ag2_m_02,163.0854,in go go is the drums.,"164.6045
",BE_P,is
32,156,DCB_se1_ag2_m_02,203.4367,"Like I- my cousin, he was good at it though. He could play the drums, but I- I don't know, my rhythm was just off or something. I ain't never [really good-] I- I played the trumpet though.","210.9297
",DO_N,don't
33,156,DCB_se1_ag2_m_02,203.4367,"Like I- my cousin, he was good at it though. He could play the drums, but I- I don't know, my rhythm was just off or something. I ain't never [really good-] I- I played the trumpet though.","210.9297
",AI,ain't
34,160,DCB_se1_ag2_m_02,213.7159,I ain't never really was good at no drums.,"215.3370
",AI,ain't
35,183,DCB_se1_ag2_m_02,242.4063,"Elementary School. I believe that's like, on Mississippi Avenue. That's in Southeast too.","246.6324
",BE_P,'s
36,183,DCB_se1_ag2_m_02,242.4063,"Elementary School. I believe that's like, on Mississippi Avenue. That's in Southeast too.","246.6324
",BE_P,'s
37,213,DCB_se1_ag2_m_02,289.9391,"Uh, mumbo sauce is like, a, um-","291.9920
",BE_P,is
38,215,DCB_se1_ag2_m_02,293.2449,"It's just DC's own like,","294.8854
",BE_P,'s
39,215,DCB_se1_ag2_m_02,293.2449,"It's just DC's own like,","294.8854
",BE_P,'s
40,217,DCB_se1_ag2_m_02,296.2576,I w- It's their own condiment.,"297.9920
",BE_P,'s
41,221,DCB_se1_ag2_m_02,301.4606,"come in a bottle, I'm sure","303.0009
",BE_P,'m
42,225,DCB_se1_ag2_m_02,305.4262,"But it's like, you go to the carry out and, uh, get you some- some chicken.","308.9797
",BE_P,'s
43,229,DCB_se1_ag2_m_02,311.2520,"To be honest with you, I don't even know what's in mumbo sauce but it's just the taste,","315.1212
",DO_N,don't
44,229,DCB_se1_ag2_m_02,311.2520,"To be honest with you, I don't even know what's in mumbo sauce but it's just the taste,","315.1212
",BE_P,'s
45,229,DCB_se1_ag2_m_02,311.2520,"To be honest with you, I don't even know what's in mumbo sauce but it's just the taste,","315.1212
",BE_P,'s
46,231,DCB_se1_ag2_m_02,315.3407,and it's different-,"315.9778
",BE_P,'s
47,233,DCB_se1_ag2_m_02,316.4733,"it's different styles of mumbo sauce in the area, too. Like different places make better mumbo sauce than other ones.","321.7300
",BE_P,'s
48,239,DCB_se1_ag2_m_02,324.5970,but it's just-,"325.1492
",BE_P,'s
49,241,DCB_se1_ag2_m_02,326.4112,it's just like the- it's the condiment of DC pretty much.,"329.5706
",BE_P,'s
50,241,DCB_se1_ag2_m_02,326.4112,it's just like the- it's the condiment of DC pretty much.,"329.5706
",BE_P,'s
51,245,DCB_se1_ag2_m_02,331.1208,"that's what you go to the carry out. You can put mumbo sauce. Some people put it all over their fries,","335.6130
",BE_P,'s
52,251,DCB_se1_ag2_m_02,340.5229,it's just- it's just DC's condiment.,"342.3634
",BE_P,'s
53,251,DCB_se1_ag2_m_02,340.5229,it's just- it's just DC's condiment.,"342.3634
",BE_P,'s
54,251,DCB_se1_ag2_m_02,340.5229,it's just- it's just DC's condiment.,"342.3634
",BE_P,'s
55,255,DCB_se1_ag2_m_02,346.1194,I think [it's-],"346.6503
",BE_P,'s
56,257,DCB_se1_ag2_m_02,349.2695,"Uh, not- I mean I try but like I think it's like vinegar,","352.5724
",BE_P,'s
57,275,DCB_se1_ag2_m_02,370.2680,[Yeah it's like-],"370.8697
",BE_P,'s
58,277,DCB_se1_ag2_m_02,373.2695,"[Yeah], so it's like a, um, it's like a sweet,","376.0677
",BE_P,'s
59,277,DCB_se1_ag2_m_02,373.2695,"[Yeah], so it's like a, um, it's like a sweet,","376.0677
",BE_P,'s
60,278,DCB_se1_ag2_m_02,376.8910,tangy little sauce. It's- it's good though.,"379.1492
",BE_P,'s
61,278,DCB_se1_ag2_m_02,376.8910,tangy little sauce. It's- it's good though.,"379.1492
",BE_P,'s
62,280,DCB_se1_ag2_m_02,379.3472,It's good. Some of 'em,"380.3189
",BE_P,'s
63,282,DCB_se1_ag2_m_02,380.8027,"might have a little spice to 'em, different places you might go to, but for the most part,","384.9651
",HV_P,have
64,284,DCB_se1_ag2_m_02,385.8541,"it's, uh,","386.5762
",BE_P,'s
65,286,DCB_se1_ag2_m_02,387.3832,"yeah. It's- it's sweet- sweet, tangy.","389.4785
",BE_P,'s
66,286,DCB_se1_ag2_m_02,387.3832,"yeah. It's- it's sweet- sweet, tangy.","389.4785
",BE_P,'s
