,Line,Spkr,StTime,Content,EnTime,Label,Aux
42,327,DCB_se2_ag2_f_01,435.5300,there's the Woodland kids. There's,"437.2616
",BE_P,'s
43,327,DCB_se2_ag2_f_01,435.5300,there's the Woodland kids. There's,"437.2616
",BE_P,'s
44,329,DCB_se2_ag2_f_01,437.8776,/Juna Vista Terrace/ kids. It's the,"440.0815
",BE_P,'s
45,331,DCB_se2_ag2_f_01,440.2704,Thirtieth Street kids. It's just that,"442.4158
",BE_P,'s
46,337,DCB_se2_ag2_f_01,445.7392,"So it's like a neighborhood school. It's not like a school, like, oh I'm sending my child there. No.","449.2518
",BE_N,'s not
47,337,DCB_se2_ag2_f_01,445.7392,"So it's like a neighborhood school. It's not like a school, like, oh I'm sending my child there. No.","449.2518
",BE_P,'s
48,337,DCB_se2_ag2_f_01,445.7392,"So it's like a neighborhood school. It's not like a school, like, oh I'm sending my child there. No.","449.2518
",BE_P,'s
49,337,DCB_se2_ag2_f_01,445.7392,"So it's like a neighborhood school. It's not like a school, like, oh I'm sending my child there. No.","449.2518
",BE_P,'m
50,339,DCB_se2_ag2_f_01,450.2425,[It's a school that you don't] want to go to. I'm talking my grandfather and grandmother was in tears.,"454.0573
",DO_N,don't
51,339,DCB_se2_ag2_f_01,450.2425,[It's a school that you don't] want to go to. I'm talking my grandfather and grandmother was in tears.,"454.0573
",BE_P,'s
52,339,DCB_se2_ag2_f_01,450.2425,[It's a school that you don't] want to go to. I'm talking my grandfather and grandmother was in tears.,"454.0573
",BE_P,'m
53,380,DCB_se2_ag2_f_01,507.3558,"[Girls, boys, it's the whole neighborhood, not- not by sex.]","510.5378
",BE_N,not
54,380,DCB_se2_ag2_f_01,507.3558,"[Girls, boys, it's the whole neighborhood, not- not by sex.]","510.5378
",BE_P,'s
55,400,DCB_se2_ag2_f_01,538.6200,"[Yep, and it's probably ages.]","540.2893
",BE_P,'s
56,423,DCB_se2_ag2_f_01,570.2742,"my grandfather and the principal at my school thought that I was in a gang. It was a hard time for my grandpa. They're like, oh my gosh, I shouldn't have sent you here, because I became","577.5565
",BE_P,'re
57,423,DCB_se2_ag2_f_01,570.2742,"my grandfather and the principal at my school thought that I was in a gang. It was a hard time for my grandpa. They're like, oh my gosh, I shouldn't have sent you here, because I became","577.5565
",HV_P,have
58,425,DCB_se2_ag2_f_01,578.0554,"into all the stuff that they was doing, not necessarily like the fighting and stuff but the fashion and stuff behind it.","582.5318
",BE_N,not
59,455,DCB_se2_ag2_f_01,632.0961,"do work, as opposed to everybody else not wanting to.","634.5361
",BE_N,not
60,455,DCB_se2_ag2_f_01,632.0961,"do work, as opposed to everybody else not wanting to.","634.5361
",DO_P,do
61,465,DCB_se2_ag2_f_01,641.8650,"competition, so it's- a competition so to speak.","644.1534
",BE_P,'s
62,467,DCB_se2_ag2_f_01,644.6383,"So I'm with everybody that wants to do work, that wants to do well as opposed to me doing work and walking around like, play fighting and","650.4844
",BE_P,'m
63,467,DCB_se2_ag2_f_01,644.6383,"So I'm with everybody that wants to do work, that wants to do well as opposed to me doing work and walking around like, play fighting and","650.4844
",DO_P,do
64,467,DCB_se2_ag2_f_01,644.6383,"So I'm with everybody that wants to do work, that wants to do well as opposed to me doing work and walking around like, play fighting and","650.4844
",DO_P,do
65,485,DCB_se2_ag2_f_01,679.8922,I did Broadcast.,"681.3377
",DO_P,did
66,519,DCB_se2_ag2_f_01,739.3467,"See, I can't say a favorite book cause I'm more of the","742.6200
",BE_P,'m
67,528,DCB_se2_ag2_f_01,752.8062,"Coldest Winter Ever is a hood bo- but that was the type of books I read, so- so- so- it was like, Thug Life maybe. Um,","758.2513
",BE_P,is
68,545,DCB_se2_ag2_f_01,777.9299,"[Coldest] Winter Ever, it's great. [But it's funny] because even though I liked those books it was nothing that I related to cause even though I was reading these books","783.8367
",BE_P,'s
69,545,DCB_se2_ag2_f_01,777.9299,"[Coldest] Winter Ever, it's great. [But it's funny] because even though I liked those books it was nothing that I related to cause even though I was reading these books","783.8367
",BE_P,'s
70,549,DCB_se2_ag2_f_01,786.9224,"wasn't having sex, so I don't even know","788.5823
",DO_N,don't
71,553,DCB_se2_ag2_f_01,791.1609,[I didn't-],"791.5013
",DO_N,didn't
72,557,DCB_se2_ag2_f_01,794.7036,"[But you would think that- But it would th-] But it would think that you- It would make you want to go out and do those things, and it didn't for me. I think I waited til college until I started doing all that.","802.9558
",DO_N,didn't
73,557,DCB_se2_ag2_f_01,794.7036,"[But you would think that- But it would th-] But it would think that you- It would make you want to go out and do those things, and it didn't for me. I think I waited til college until I started doing all that.","802.9558
",DO_P,do
74,574,DCB_se2_ag2_f_01,820.3076,[Oh I didn't /know/! <laugh>],"822.7543
",DO_N,didn't
75,578,DCB_se2_ag2_f_01,824.7036,Well it is- I was there for four years!,"826.6294
",BE_P,is
76,599,DCB_se2_ag2_f_01,851.2122,[So] I knew I didn't want to stay,"853.9435
",DO_N,didn't
77,608,DCB_se2_ag2_f_01,862.4615,"in Broadcast, I became friends with one of my friends Charity, who is now my sorority sister.","868.0651
",BE_P,is
78,612,DCB_se2_ag2_f_01,871.3467,"went to /RD-SCHOOL-3/, and so like Dawn Dance was coming up. And so Dawn Dance is a big thing at /RD-SCHOOL-3/, and she was like, I'm'a take you all to Dawn Dance so y'all can go visit /RD-SCHOOL-3/. I'm like, okay, I'm so excited. And by the time- this is like our eleventh grade year.","881.8406
",BE_P,is
79,612,DCB_se2_ag2_f_01,871.3467,"went to /RD-SCHOOL-3/, and so like Dawn Dance was coming up. And so Dawn Dance is a big thing at /RD-SCHOOL-3/, and she was like, I'm'a take you all to Dawn Dance so y'all can go visit /RD-SCHOOL-3/. I'm like, okay, I'm so excited. And by the time- this is like our eleventh grade year.","881.8406
",BE_P,is
80,612,DCB_se2_ag2_f_01,871.3467,"went to /RD-SCHOOL-3/, and so like Dawn Dance was coming up. And so Dawn Dance is a big thing at /RD-SCHOOL-3/, and she was like, I'm'a take you all to Dawn Dance so y'all can go visit /RD-SCHOOL-3/. I'm like, okay, I'm so excited. And by the time- this is like our eleventh grade year.","881.8406
",BE_P,'m
81,612,DCB_se2_ag2_f_01,871.3467,"went to /RD-SCHOOL-3/, and so like Dawn Dance was coming up. And so Dawn Dance is a big thing at /RD-SCHOOL-3/, and she was like, I'm'a take you all to Dawn Dance so y'all can go visit /RD-SCHOOL-3/. I'm like, okay, I'm so excited. And by the time- this is like our eleventh grade year.","881.8406
",BE_P,'m
82,612,DCB_se2_ag2_f_01,871.3467,"went to /RD-SCHOOL-3/, and so like Dawn Dance was coming up. And so Dawn Dance is a big thing at /RD-SCHOOL-3/, and she was like, I'm'a take you all to Dawn Dance so y'all can go visit /RD-SCHOOL-3/. I'm like, okay, I'm so excited. And by the time- this is like our eleventh grade year.","881.8406
",BE_P,'m
83,614,DCB_se2_ag2_f_01,882.1996,"And so when we went to Dawn Dance, we didn't know- but once we got to Ohio, they was all, y'all can stay on campus really get the feel","887.5759
",DO_N,didn't
84,616,DCB_se2_ag2_f_01,888.0317,"of what it is. So we stayed on campus like that whole weekend. We got to go to all the parties, all the step shows","892.9884
",BE_P,is
85,620,DCB_se2_ag2_f_01,894.5820,"And so when I got there, it was a shock, because DC a city. Out there it's no busses, it's no trains. I'm talking about in the middle of nowhere- corn fields,","902.5544
",BE_P,'s
86,620,DCB_se2_ag2_f_01,894.5820,"And so when I got there, it was a shock, because DC a city. Out there it's no busses, it's no trains. I'm talking about in the middle of nowhere- corn fields,","902.5544
",BE_P,'s
87,620,DCB_se2_ag2_f_01,894.5820,"And so when I got there, it was a shock, because DC a city. Out there it's no busses, it's no trains. I'm talking about in the middle of nowhere- corn fields,","902.5544
",BE_P,'m
88,628,DCB_se2_ag2_f_01,907.5425,"But I loved it, and then since that /RD-SCHOOL-3/ is very small, and it was very family oriented. And it's also a religious based","913.1695
",BE_P,'s
89,628,DCB_se2_ag2_f_01,907.5425,"But I loved it, and then since that /RD-SCHOOL-3/ is very small, and it was very family oriented. And it's also a religious based","913.1695
",BE_P,is
90,642,DCB_se2_ag2_f_01,927.1186,"that's where I wanted to be, somewhere that was church affiliated, somewhere that was family /orienated/","930.6064
",BE_P,'s
91,644,DCB_se2_ag2_f_01,930.9550,and small. I didn't want to go to a big school. I didn't want to be a number.,"933.5009
",DO_N,didn't
92,644,DCB_se2_ag2_f_01,930.9550,and small. I didn't want to go to a big school. I didn't want to be a number.,"933.5009
",DO_N,didn't
93,648,DCB_se2_ag2_f_01,934.6154,I'm talking about all the classes in one building type small.,"937.0902
",BE_P,'m
94,658,DCB_se2_ag2_f_01,950.3679,But what was good for me is that Central State was right across the street. So if I wanted extra people to go see and meet and,"956.2832
",BE_P,is
95,674,DCB_se2_ag2_f_01,971.2115,"No, I didn't drive, but all my friends, my sorority sisters, boyfriend.","974.9594
",DO_N,didn't
96,678,DCB_se2_ag2_f_01,979.2248,[It's a] business and professional women sorority.,"982.0691
",BE_P,'s
97,689,DCB_se2_ag2_f_01,995.2302,"They were the ones really doing stuff for the youth. So I said, it's n- not about the name, it's about what they're really doing on campus and in the community.","1002.2887
",BE_N,not
98,689,DCB_se2_ag2_f_01,995.2302,"They were the ones really doing stuff for the youth. So I said, it's n- not about the name, it's about what they're really doing on campus and in the community.","1002.2887
",BE_P,'s
99,689,DCB_se2_ag2_f_01,995.2302,"They were the ones really doing stuff for the youth. So I said, it's n- not about the name, it's about what they're really doing on campus and in the community.","1002.2887
",BE_P,'s
100,689,DCB_se2_ag2_f_01,995.2302,"They were the ones really doing stuff for the youth. So I said, it's n- not about the name, it's about what they're really doing on campus and in the community.","1002.2887
",BE_P,'re
101,707,DCB_se2_ag2_f_01,1022.5770,"Uh, so that's who ran the yard up until I graduated. So.","1026.1022
",BE_P,'s
102,712,DCB_se2_ag2_f_01,1034.3625,"We did do step shows, but um,","1036.9597
",DO_P,do
103,712,DCB_se2_ag2_f_01,1034.3625,"We did do step shows, but um,","1036.9597
",DO_P,did
104,716,DCB_se2_ag2_f_01,1039.9568,"not so much the girls, um,","1041.8406
",BE_N,not
105,725,DCB_se2_ag2_f_01,1047.1039,"[We did parties], yep. Mm-hm. Mixes with the Qs,","1050.4705
",DO_P,did
106,742,DCB_se2_ag2_f_01,1063.4486,it's weird. I feel like they like the,"1064.8568
",BE_P,'s
107,746,DCB_se2_ag2_f_01,1067.7897,"manly man, like, not the the- you know they got that street edge, but business mentality.","1072.7825
",BE_N,not
108,762,DCB_se2_ag2_f_01,1095.0433,[I love the Iotas too.] They don't.,"1096.8245
",DO_N,don't
109,763,DCB_se2_ag2_f_01,1097.0297,[And it's] crazy because [um]-,"1099.2854
",BE_P,'s
110,767,DCB_se2_ag2_f_01,1099.9475,[What people] fail to realize is that-,"1102.0318
",BE_P,is
111,768,DCB_se2_ag2_f_01,1102.2650,And that's what we s- w-,"1103.2815
",BE_P,'s
112,783,DCB_se2_ag2_f_01,1123.0382,"[Right, and so my] founders were a part of the Divine Nine, so that's why we didn't accept the invitation cause our founders were already a part","1129.4066
",DO_N,didn't
113,783,DCB_se2_ag2_f_01,1123.0382,"[Right, and so my] founders were a part of the Divine Nine, so that's why we didn't accept the invitation cause our founders were already a part","1129.4066
",BE_P,'s
114,787,DCB_se2_ag2_f_01,1134.7417,we did [not.],"1135.2499
",BE_N,not
115,787,DCB_se2_ag2_f_01,1134.7417,we did [not.],"1135.2499
",DO_P,did
116,801,DCB_se2_ag2_f_01,1148.6441,[I did g-],"1149.5581
",DO_P,did
117,806,DCB_se2_ag2_f_01,1152.4199,"if not more, um,","1154.1452
",BE_N,not
118,815,DCB_se2_ag2_f_01,1165.0121,"and so I got the experience just as if anyone else did, and we got respect","1169.5853
",DO_P,did
119,817,DCB_se2_ag2_f_01,1170.3733,"from other Greek organizations. That's what /most sorority of girls/, cause I feel like, it was a jealousy thing, like, who are they, think they come in and take over, though we did take over. Like,","1177.1753
",BE_P,'s
120,817,DCB_se2_ag2_f_01,1170.3733,"from other Greek organizations. That's what /most sorority of girls/, cause I feel like, it was a jealousy thing, like, who are they, think they come in and take over, though we did take over. Like,","1177.1753
",BE_P,are
121,817,DCB_se2_ag2_f_01,1170.3733,"from other Greek organizations. That's what /most sorority of girls/, cause I feel like, it was a jealousy thing, like, who are they, think they come in and take over, though we did take over. Like,","1177.1753
",DO_P,did
122,821,DCB_se2_ag2_f_01,1179.9672,"body have seen on the campus. And they came to us like,","1182.2847
",HV_P,have
123,825,DCB_se2_ag2_f_01,1187.7018,"where the campus got to vote like, which sorority do you like the most? Who's doing the most? I'm talking about /we adopted floors/.","1192.3170
",BE_P,'s
124,825,DCB_se2_ag2_f_01,1187.7018,"where the campus got to vote like, which sorority do you like the most? Who's doing the most? I'm talking about /we adopted floors/.","1192.3170
",BE_P,'m
125,825,DCB_se2_ag2_f_01,1187.7018,"where the campus got to vote like, which sorority do you like the most? Who's doing the most? I'm talking about /we adopted floors/.","1192.3170
",DO_P,do
126,827,DCB_se2_ag2_f_01,1192.7366,"We did stuff in the you- with the youth cause we work with underprivileged youth. Like, although we business professional, our goal is like, to work with","1198.5268
",BE_P,is
127,827,DCB_se2_ag2_f_01,1192.7366,"We did stuff in the you- with the youth cause we work with underprivileged youth. Like, although we business professional, our goal is like, to work with","1198.5268
",DO_P,did
128,831,DCB_se2_ag2_f_01,1200.4386,"And so we did other stuff than just parties, as opposed to what I think uh, Divine Nine's like, uh, social.","1206.1029
",BE_P,'s
129,831,DCB_se2_ag2_f_01,1200.4386,"And so we did other stuff than just parties, as opposed to what I think uh, Divine Nine's like, uh, social.","1206.1029
",DO_P,did
130,833,DCB_se2_ag2_f_01,1206.3920,"Even though they do community stuff, most of it is social.","1208.4763
",BE_P,is
131,833,DCB_se2_ag2_f_01,1206.3920,"Even though they do community stuff, most of it is social.","1208.4763
",DO_P,do
132,835,DCB_se2_ag2_f_01,1208.8353,"And we did social,","1209.9579
",DO_P,did
133,841,DCB_se2_ag2_f_01,1216.1584,On campus it would have had to be,"1219.0075
",HV_P,have
134,845,DCB_se2_ag2_f_01,1223.0957,"and it's this other um, Greek organization that's not Divine Nine, but New Zeta Epsilon. They're Christian based.","1228.9651
",BE_N,'s not
135,845,DCB_se2_ag2_f_01,1223.0957,"and it's this other um, Greek organization that's not Divine Nine, but New Zeta Epsilon. They're Christian based.","1228.9651
",BE_P,'s
136,845,DCB_se2_ag2_f_01,1223.0957,"and it's this other um, Greek organization that's not Divine Nine, but New Zeta Epsilon. They're Christian based.","1228.9651
",BE_P,'s
137,845,DCB_se2_ag2_f_01,1223.0957,"and it's this other um, Greek organization that's not Divine Nine, but New Zeta Epsilon. They're Christian based.","1228.9651
",BE_P,'re
138,851,DCB_se2_ag2_f_01,1239.0218,"[Right, so we would host-] So we- We might host, let's say- For Halloween every year we would do like, this um-","1243.9587
",BE_P,'s
139,851,DCB_se2_ag2_f_01,1239.0218,"[Right, so we would host-] So we- We might host, let's say- For Halloween every year we would do like, this um-","1243.9587
",DO_P,do
140,852,DCB_se2_ag2_f_01,1244.6348,"this f- uh, Halloween feast. And we'll go in the community like Walmart, pass out papers like the /Gammas/ are having","1249.6976
",BE_P,are
141,865,DCB_se2_ag2_f_01,1266.8582,"No, not at all.","1267.8701
",BE_N,not
142,882,DCB_se2_ag2_f_01,1284.6438,But I feel like I should have went with social work.,"1286.4411
",HV_P,have
143,891,DCB_se2_ag2_f_01,1298.0240,"[I feel like it's connected too] cause I feel like, with dealing with that you have to learn how to communicate. If you know- You have to learn how to","1303.1846
",HV_P,'s
144,891,DCB_se2_ag2_f_01,1298.0240,"[I feel like it's connected too] cause I feel like, with dealing with that you have to learn how to communicate. If you know- You have to learn how to","1303.1846
",HV_P,have
145,891,DCB_se2_ag2_f_01,1298.0240,"[I feel like it's connected too] cause I feel like, with dealing with that you have to learn how to communicate. If you know- You have to learn how to","1303.1846
",HV_P,have
146,894,DCB_se2_ag2_f_01,1308.4479,but I definitely thought I should have went into social work. But I don't feel like I had to go into social work to be in social work.,"1312.7599
",DO_N,don't
147,894,DCB_se2_ag2_f_01,1308.4479,but I definitely thought I should have went into social work. But I don't feel like I had to go into social work to be in social work.,"1312.7599
",HV_P,have
148,914,DCB_se2_ag2_f_01,1326.6018,"Um, I love my brother to death. We very close, and so even though that age gap is there,","1332.5039
",BE_P,is
149,916,DCB_se2_ag2_f_01,1333.0401,"we're still very close. So I'm talking about even though he's thirteen, if I'm at home, he will come and lay up under me, lay in my bed.","1338.8676
",BE_P,'s
150,916,DCB_se2_ag2_f_01,1333.0401,"we're still very close. So I'm talking about even though he's thirteen, if I'm at home, he will come and lay up under me, lay in my bed.","1338.8676
",BE_P,'re
151,916,DCB_se2_ag2_f_01,1333.0401,"we're still very close. So I'm talking about even though he's thirteen, if I'm at home, he will come and lay up under me, lay in my bed.","1338.8676
",BE_P,'m
152,916,DCB_se2_ag2_f_01,1333.0401,"we're still very close. So I'm talking about even though he's thirteen, if I'm at home, he will come and lay up under me, lay in my bed.","1338.8676
",BE_P,'m
153,922,DCB_se2_ag2_f_01,1345.7116,"My mom said I think I'm his mama, and I'm the one that like,","1348.0885
",BE_P,'m
154,922,DCB_se2_ag2_f_01,1345.7116,"My mom said I think I'm his mama, and I'm the one that like,","1348.0885
",BE_P,'m
155,926,DCB_se2_ag2_f_01,1351.4551,"I got to know about all doctor's appointments, got to give my decision, no, I don't think he should go there.","1355.7018
",DO_N,don't
156,926,DCB_se2_ag2_f_01,1351.4551,"I got to know about all doctor's appointments, got to give my decision, no, I don't think he should go there.","1355.7018
",BE_P,'s
157,932,DCB_se2_ag2_f_01,1358.2944,it's amazing. I love my younger brother.,"1360.3729
",BE_P,'s
158,958,DCB_se2_ag2_f_01,1385.6552,"But it's just weird because when we in public,","1387.9680
",BE_P,'s
159,960,DCB_se2_ag2_f_01,1388.4436,"and I call her Ma, she be like, oh, don't call me Ma in public. /We/ try and guess my age. And we always laugh about it cause we be like,","1393.3432
",DO_N,don't
160,962,DCB_se2_ag2_f_01,1393.7022,That's not your daughter.,"1394.4483
",BE_N,'s not
161,964,DCB_se2_ag2_f_01,1394.6162,"She be like, yes, that's my daughter.","1395.9031
",BE_P,'s
162,966,DCB_se2_ag2_f_01,1396.9931,"But it's more like sisters and my grandma just like, my [mother.]","1399.9820
",BE_P,'s
163,968,DCB_se2_ag2_f_01,1400.1079,<laugh> But it's weird but,"1401.6129
",BE_P,'s
164,970,DCB_se2_ag2_f_01,1401.8600,"I still have that respect for my mother like,","1403.1791
",HV_P,have
165,974,DCB_se2_ag2_f_01,1405.4038,"She named me after her, it's so weird. But","1407.3855
",BE_P,'s
166,980,DCB_se2_ag2_f_01,1409.8324,"/RD-NAME-3/, now I'm /RD-NAME-3/.","1411.1520
",BE_P,'m
167,982,DCB_se2_ag2_f_01,1411.9913,[And then I'm],"1412.6441
",BE_P,'m
168,983,DCB_se2_ag2_f_01,1412.7980,/RD-NAME-2/ and she's /RD-NAME-2/.,"1414.3683
",BE_P,'s
169,985,DCB_se2_ag2_f_01,1415.6552,"[<laugh>] But yeah. We have that mother daughter relationship, but it's more like sisters cause she's so young. So like, a lot of stuff like, you can't really get away on her cause l-","1423.9867
",BE_P,'s
170,985,DCB_se2_ag2_f_01,1415.6552,"[<laugh>] But yeah. We have that mother daughter relationship, but it's more like sisters cause she's so young. So like, a lot of stuff like, you can't really get away on her cause l-","1423.9867
",BE_P,'s
171,985,DCB_se2_ag2_f_01,1415.6552,"[<laugh>] But yeah. We have that mother daughter relationship, but it's more like sisters cause she's so young. So like, a lot of stuff like, you can't really get away on her cause l-","1423.9867
",HV_P,have
172,989,DCB_se2_ag2_f_01,1425.2398,[/I think I have a good-/],"1425.9439
",HV_P,have
173,997,DCB_se2_ag2_f_01,1436.8213,[But that probably is why then- <laugh>],"1438.9185
",BE_P,is
174,1015,DCB_se2_ag2_f_01,1464.6251,[Mm-hm. She's like the mama. Yep. Mm-hm.],"1467.5114
",BE_P,'s
175,1029,DCB_se2_ag2_f_01,1478.4856,I don't have no aunts at all.,"1480.2051
",DO_N,don't
176,1029,DCB_se2_ag2_f_01,1478.4856,I don't have no aunts at all.,"1480.2051
",HV_P,have
177,1037,DCB_se2_ag2_f_01,1488.3453,<ts> My mom is the baby.,"1489.4458
",BE_P,is
178,1042,DCB_se2_ag2_f_01,1493.0211,[So that's what I was] telling you,"1494.2567
",BE_P,'s
179,1044,DCB_se2_ag2_f_01,1494.5552,[<laugh>] So it became] not about her and more so about me.,"1498.9558
",BE_N,not
180,1053,DCB_se2_ag2_f_01,1505.2216,"um, I think it's three and five.","1507.2779
",BE_P,'s
181,1060,DCB_se2_ag2_f_01,1514.2664,"[But my] grandma say all the time like, I was like, the godsend. Like I'm the one that kind of got my uncles off the streets and stuff and","1520.5669
",BE_P,'m
182,1067,DCB_se2_ag2_f_01,1528.0311,"We don't do Sunday dinner,","1529.6351
",DO_N,don't
183,1067,DCB_se2_ag2_f_01,1528.0311,"We don't do Sunday dinner,","1529.6351
",DO_P,do
184,1069,DCB_se2_ag2_f_01,1529.8216,"but we're very close. Um,","1532.0447
",BE_P,'re
185,1071,DCB_se2_ag2_f_01,1532.8187,"the boys are like mama's boys,","1534.6232
",BE_P,'s
186,1071,DCB_se2_ag2_f_01,1532.8187,"the boys are like mama's boys,","1534.6232
",BE_P,are
187,1073,DCB_se2_ag2_f_01,1535.0289,"and so our family is small. So it's just my uncles,","1537.5411
",BE_P,'s
188,1073,DCB_se2_ag2_f_01,1535.0289,"and so our family is small. So it's just my uncles,","1537.5411
",BE_P,is
189,1075,DCB_se2_ag2_f_01,1537.9141,"my mom, and that's kind of it. It was my grandparents- We got with the family, but we also did stuff just in our immediate family.","1542.8929
",BE_P,'s
190,1075,DCB_se2_ag2_f_01,1537.9141,"my mom, and that's kind of it. It was my grandparents- We got with the family, but we also did stuff just in our immediate family.","1542.8929
",DO_P,did
191,1077,DCB_se2_ag2_f_01,1543.2660,"But we get together, like we have to see each other, like at least once out the week.","1547.2621
",HV_P,have
192,1079,DCB_se2_ag2_f_01,1547.5045,"So we don't go like, weeks without seeing each other.","1549.5784
",DO_N,don't
193,1081,DCB_se2_ag2_f_01,1549.9328,"Not Sunday dinner almost, but if it's like a gathering at the house, fight parties, football season,","1554.8288
",BE_P,'s
194,1105,DCB_se2_ag2_f_01,1579.2406,"[Well they did],","1580.2944
",DO_P,did
