Line	Spkr	StTime	Content	EnTime
319	DCB_se1_ag2_m_03	559.8966	Holding it up.	560.5314
320	DCB_se1_ag3_m_01	562.2364	Mm.	562.7231
321	DCB_se1_ag3_m_01	562.7231	(pause 1.38)	564.1016
322	DCB_se1_ag3_m_01	564.1016	So basically- So just give me a time when you used it to your advantage when you was wrong.	568.2031
323	DCB_se1_ag2_m_03	570.7889	Man, you know- already know like, man, I- <sigh>	574.3132
324	DCB_se1_ag3_m_01	575.1540	I mean, you can give me a clean story, I mean, you ain't gotta [elaborate, I'm] just saying, give me a- give me one good joint or you ain't it- [it ain't- whatever, I'm just saying give me something that-]	583.4395
325	DCB_se1_ag2_m_03	577.5797	[<laugh>]	578.2804
326	DCB_se1_ag2_m_03	578.2804	(pause 3.00)	581.2808
327	DCB_se1_ag2_m_03	581.2808	[I- like I like- /nah it ain't[AA0] trying-/ I'm trying-] I'm not trying to swell like, I'm trying to keep it real [like, out there out] there I'm trying to keep it real but I don't wanna, you know what I'm saying like, the c-	588.5453
328	DCB_se1_ag3_m_01	585.2922	[Yeah keep it real.]	586.2665
329	DCB_se1_ag3_m_01	588.5687	Yeah you ain't gon- [it ain't nobody judging] nobody. I'm just [saying it's- it's- I'm just saying]	592.4939
330	DCB_se1_ag2_m_03	589.3261	[Yeah.]	590.0109
331	DCB_se1_ag2_m_03	590.0109	(pause 0.94)	590.9552
332	DCB_se1_ag2_m_03	590.9552	[Nah, not like, you know, yeah, no] [I ain't[AA0] trying to incriminate nobody.]	594.5189
333	DCB_se1_ag3_m_01	592.5950	[it's a good story cause it- don't nobody] get it [like I'm around] a twin right [now, I don't- I don't be around- you know what I'm saying, so I] don't under g- I love the stories, you know what I'm saying, hearing about how	600.8219
334	DCB_se1_ag2_m_03	594.8790	[Yeah.]	595.2177
335	DCB_se1_ag2_m_03	595.2177	(pause 0.80)	596.0201
336	DCB_se1_ag2_m_03	596.0201	[Yeah, yeah, yeah.]	597.8394
337	DCB_se1_ag2_m_03	597.8394	(pause 2.95)	600.7922
338	DCB_se1_ag2_m_03	600.7922	Damn, [/young/.]	601.5522
339	DCB_se1_ag3_m_01	601.3194	[that interaction], you know what I'm saying, was and	603.3622
340	DCB_se1_ag3_m_01	603.5991	how y'all took advantage of that. Cause you obviously can take advantage of being a twin (laughing) you [know what I mean.]	608.1883
341	DCB_se1_ag2_m_03	607.7465	[Yeah, nah], yeah you can definitely take advantage of the shit but it just like, dog, like-	611.0706
342	DCB_se1_ag2_m_03	612.6254	<sigh> It- you know, /son/ like more so, you know what I'm saying, it's- I- I wouldn't even call it taking advantage cause it's just like I guess, you know, his name is in the system more or whatever. And it's just like,	621.9662
343	DCB_se1_ag2_m_03	621.9662	(pause 0.70)	622.6635
344	DCB_se1_ag2_m_03	622.6635	you know what I'm saying, I tell them my name /off buck/ and they just like- they think it's funny or they think I'm playing because, you know,	626.6274
345	DCB_se1_ag2_m_03	626.6274	(pause 0.40)	627.0252
346	DCB_se1_ag2_m_03	627.0252	similar or the like the, you know, the sim- you know, the quote,	629.7446
347	DCB_se1_ag2_m_03	629.7446	(pause 0.37)	630.1149
348	DCB_se1_ag2_m_03	630.1149	my name /RD-NAME-2/, I ain't[AA0] in it, so they be like, yeah what's your real fucking name? So it's just like,	633.2955
349	DCB_se1_ag2_m_03	633.2955	(pause 0.38)	633.6725
350	DCB_se1_ag2_m_03	633.6725	I tell 'em one thing, and then it's like,	635.0839
351	DCB_se1_ag2_m_03	635.0839	(pause 0.51)	635.5944
352	DCB_se1_ag2_m_03	635.5944	some notes might just pop up or red flag the joint,	638.1235
353	DCB_se1_ag2_m_03	638.1235	(pause 0.35)	638.4739
354	DCB_se1_ag2_m_03	638.4739	and they be like, oh,	639.3522
355	DCB_se1_ag2_m_03	639.3522	(pause 0.61)	639.9662
356	DCB_se1_ag2_m_03	639.9662	oh yeah get your dumbass on the ground like really	642.0415
357	DCB_se1_ag2_m_03	642.0415	(pause 0.71)	642.7522
358	DCB_se1_ag2_m_03	642.7522	do some	643.1292
359	DCB_se1_ag2_m_03	643.1292	(pause 0.10)	643.2327
360	DCB_se1_ag2_m_03	643.2327	big bama shit, you know what I'm saying. /Just/ be like-	645.1887
361	DCB_se1_ag2_m_03	645.1887	(pause 0.53)	645.7159
362	DCB_se1_ag2_m_03	645.7159	like dog like nah I just told you r- my real name, like you- you really lunching, you know what I'm saying. They be like,	649.9434
363	DCB_se1_ag2_m_03	649.9434	(pause 0.44)	650.3805
364	DCB_se1_ag2_m_03	650.3805	nah this nigga fit the description such and such, like nah this- this cuz right here.	653.2674
365	DCB_se1_ag2_m_03	653.2674	(pause 0.43)	653.7012
366	DCB_se1_ag2_m_03	653.7012	And it be like- like I say, like I gotta really have	655.6130
367	DCB_se1_ag2_m_03	655.6130	(pause 0.41)	656.0276
368	DCB_se1_ag2_m_03	656.0276	ID, have another bank card just to show what's really up.	659.4076
369	DCB_se1_ag3_m_01	659.4242	<laugh>	659.8713
370	DCB_se1_ag2_m_03	660.0448	Cause it really be like, [nah] like I /saw the guy/ /unintelligible/. Then it be like,	663.5024
371	DCB_se1_ag3_m_01	661.0258	[Right.]	661.4618
372	DCB_se1_ag2_m_03	664.0262	/uh, st-/ like a and one thing happened and whatever, you know what I'm saying, it was some- something petty,	667.3962
373	DCB_se1_ag2_m_03	667.3962	(pause 0.44)	667.8399
374	DCB_se1_ag2_m_03	667.8399	but they still locked me up, so I ain't[AB0] need peep the shit, took my fingerprint and everything.	670.8370
375	DCB_se1_ag2_m_03	670.8370	(pause 0.41)	671.2441
376	DCB_se1_ag2_m_03	671.2441	So then like, they let me go whatever, and it's like I checked my paperwork,	674.0835
377	DCB_se1_ag2_m_03	674.0835	(pause 0.54)	674.6207
378	DCB_se1_ag2_m_03	674.6207	these joints still had my brother name on it. I'm like, damn, like,	677.1073
379	DCB_se1_ag2_m_03	677.1073	(pause 0.62)	677.7245
380	DCB_se1_ag2_m_03	677.7245	you know what I'm saying, I could have been petty like, yeah, I'm /RD-NAME-5/, or, you know what I'm saying, just been like, nah yeah, whatever.	681.9662
381	DCB_se1_ag2_m_03	681.9662	(pause 0.40)	682.3665
382	DCB_se1_ag2_m_03	682.3665	But, you know, I'm like, nah I'm the- y'all got the wrong name, wrong person, you know what I'm saying, y'all lunching, [you know what I'm saying.]	686.2470
383	DCB_se1_ag3_m_01	685.6364	[Right you-] that's not [you.]	687.1253
384	DCB_se1_ag2_m_03	687.0453	[Yeah], but it was just like, you know, it- like, I just know like on the scale like that,	690.4252
385	DCB_se1_ag2_m_03	691.8466	as small as that, I know it could be bigger and better, you know what I'm saying, if I was really fluking and wanted to swindle or whatever, take advantage or whatever. But like I say, like,	699.0578
386	DCB_se1_ag2_m_03	699.0578	(pause 0.52)	699.5825
387	DCB_se1_ag2_m_03	699.5825	it's- it's definitely pros and cons of having a twin.	702.1950
388	DCB_se1_ag2_m_03	702.1950	(pause 0.35)	702.5453
389	DCB_se1_ag2_m_03	702.5453	And especially if you being identical,	704.1903
390	DCB_se1_ag2_m_03	704.1903	(pause 0.45)	704.6440
391	DCB_se1_ag2_m_03	704.6440	and it just like, damn like, damn I don't know who I'm talking to.	707.0706
392	DCB_se1_ag2_m_03	707.0706	(pause 1.06)	708.1349
393	DCB_se1_ag2_m_03	708.1349	And especially if you like- we like- like I say, we night and day, like you don't never see us together so it's like you don't know who you talking to.	712.8237
394	DCB_se1_ag3_m_01	713.3775	[Right.]	713.8306
395	DCB_se1_ag2_m_03	713.7646	[/And/] they don't even know if I have a twin if you d- if d- if you really don't know me, you know what I'm saying. They be like,	717.3856
396	DCB_se1_ag2_m_03	717.7493	yeah, what's up man. Like, it be [crazy like-]	719.2274
397	DCB_se1_ag3_m_01	718.9905	[So somebody] can start a conversation [with him and try to fini- Yeah.]	722.1269
398	DCB_se1_ag2_m_03	720.6588	[Yeah, that's what I was about to say.]	721.9609
399	DCB_se1_ag2_m_03	722.3646	And it be crazy cause it be like- like- it's cats like /even know/ my brother, like sometime be in the same circle, and other times we don't.	727.3127
400	DCB_se1_ag2_m_03	727.3127	(pause 0.33)	727.6431
401	DCB_se1_ag2_m_03	727.6431	So a dude might be like, yeah man, blah, blah, blah, man what's up man, it be like,	730.5300
402	DCB_se1_ag2_m_03	730.5300	(pause 0.57)	731.0973
403	DCB_se1_ag2_m_03	731.0973	you know, I might keep it going a little bit, but /unintelligible/ you know, you don't know me, you know my brother.	734.1636
404	DCB_se1_ag2_m_03	734.1636	(pause 0.33)	734.4960
405	DCB_se1_ag2_m_03	734.4960	So they be like, oh yeah, damn, you know, matter of fact he did say something about the other, whatever the case may've been.	739.1059
406	DCB_se1_ag2_m_03	739.1059	(pause 0.40)	739.5063
407	DCB_se1_ag2_m_03	739.5063	I'm like, yeah, you know, I'm'a let 'em know what's up, you know what I'm saying, yeah definitely, you know,	742.4967
408	DCB_se1_ag2_m_03	742.4967	(pause 0.29)	742.7903
409	DCB_se1_ag2_m_03	742.7903	it is what it is.	743.5877
410	DCB_se1_ag2_m_03	743.5877	(pause 0.60)	744.1883
411	DCB_se1_ag2_m_03	744.1883	But it- you know, like I say, you know, it's pros to cons to it. And it's like, you know,	747.5825
412	DCB_se1_ag2_m_03	747.5825	(pause 0.70)	748.2799
413	DCB_se1_ag2_m_03	748.2799	it has it's ups and it has it's downs. But like, I know one thing, like I don't want nothing, you know, the- He a good dude, I'm a good dude,	752.9977
414	DCB_se1_ag2_m_03	752.9977	(pause 0.38)	753.3756
415	DCB_se1_ag2_m_03	753.3756	that's just one thing, you know what I'm saying, I worry about, like something happen like, somebody, you know, just get back or whatever the case may've been.	758.0802
416	DCB_se1_ag2_m_03	758.0802	(pause 0.32)	758.4013
417	DCB_se1_ag2_m_03	758.4013	I tell him like, that's one thing like that's- that's the /flupe/ thing, cause it's like they don't know or	762.1516
418	DCB_se1_ag2_m_03	762.1516	(pause 0.26)	762.4119
419	DCB_se1_ag2_m_03	762.4119	they like, /there he go/ or, you know, set us up, like, nah yeah, fuck that, definitely gotta, you know what I'm saying,	765.9261
420	DCB_se1_ag2_m_03	765.9261	(pause 0.77)	766.6969
421	DCB_se1_ag2_m_03	766.6969	you know, stay above floating, you know what I'm saying, walk that, you know, thin rope.	770.0201
422	DCB_se1_ag3_m_01	772.3766	Mm-hm.	773.1379
423	DCB_se1_ag3_m_01	773.1379	(pause 6.80)	779.9347
424	DCB_se1_ag3_m_01	779.9347	Yup.	780.2150
425	DCB_se1_ag3_m_01	780.2150	(pause 2.14)	782.3579
426	DCB_se1_ag3_m_01	782.3579	Well, I feel you there.	783.4857
427	DCB_se1_ag3_m_01	783.4857	(pause 0.54)	784.0296
428	DCB_se1_ag3_m_01	784.0296	I feel you there.	784.9762
429	DCB_se1_ag2_m_03	785.3008	Yeah but nah I'm [not-] dog like,	787.7498
430	DCB_se1_ag3_m_01	786.4819	[What-]	786.7873
431	DCB_se1_ag2_m_03	788.1135	like,	788.3704
432	DCB_se1_ag2_m_03	788.3704	(pause 0.96)	789.3255
433	DCB_se1_ag2_m_03	789.3255	/If- like, dog, son/-	790.8670
434	DCB_se1_ag2_m_03	790.8670	(pause 0.74)	791.6044
435	DCB_se1_ag2_m_03	791.6044	That's one thing that we gotta discuss, you know what I'm saying, later and everything, but I think it's some money to be made right there, or whatever, you know,	797.4743
436	DCB_se1_ag2_m_03	797.4743	(pause 0.94)	798.4119
437	DCB_se1_ag2_m_03	798.4119	definitely.	799.0292
438	DCB_se1_ag3_m_01	799.3862	Yeah.	799.8433
439	DCB_se1_ag3_m_01	799.8433	(pause 0.34)	800.1811
440	DCB_se1_ag3_m_01	800.1811	So let me aks you this, um-	801.4857
441	DCB_se1_ag3_m_01	801.4857	(pause 1.03)	802.5200
442	DCB_se1_ag3_m_01	802.5200	That's a good story, thank you for sharing that story with me,	804.7522
443	DCB_se1_ag3_m_01	804.7522	(pause 0.11)	804.8656
444	DCB_se1_ag3_m_01	804.8656	you know.	805.5196
445	DCB_se1_ag3_m_01	805.5196	(pause 0.49)	806.0134
446	DCB_se1_ag3_m_01	806.0134	Like what- it- is there a g- is there something that y'all used to compete against each other against like maybe it was a card game or	811.2961
447	DCB_se1_ag3_m_01	811.2961	(pause 0.82)	812.1144
448	DCB_se1_ag3_m_01	812.1144	/??/	812.4357
449	DCB_se1_ag2_m_03	812.5081	Mm.	813.1821
450	DCB_se1_ag3_m_01	813.1253	something like that?	813.8213
451	DCB_se1_ag3_m_01	814.4066	Like do you- would p- you know what I'm saying, sometimes he's good, sometimes, you know, y'all used to just have fun playing together?	818.3971
452	DCB_se1_ag2_m_03	818.6882	Yeah, yeah, yeah, mostly we /used to compete/ like wrestling, you know what I'm saying like, you know, see who was the big bad wolf, you know what I'm saying, just to see who would tap out, you know what I'm saying, like.	826.1697
453	DCB_se1_ag2_m_03	826.1697	(pause 0.69)	826.8604
454	DCB_se1_ag2_m_03	826.8604	You know, we- we go blow for blow, toe for toe.	829.2026
455	DCB_se1_ag2_m_03	829.2026	(pause 0.63)	829.8333
456	DCB_se1_ag2_m_03	829.8333	And it just be like, yeah, like, we know, like, you know, at the end of the day, you know, he might do something /?/ be like, damn that was petty.	835.8966
457	DCB_se1_ag2_m_03	835.8966	(pause 0.38)	836.2745
458	DCB_se1_ag2_m_03	836.2745	I might do the same but it still be like,	837.9061
459	DCB_se1_ag2_m_03	837.9061	(pause 0.73)	838.6368
460	DCB_se1_ag2_m_03	838.6368	yeah I still love you at the end of the day, you know what I mean.	840.8256
461	DCB_se1_ag2_m_03	840.8256	(pause 0.63)	841.4529
462	DCB_se1_ag2_m_03	841.4529	And it be like, /know what I'm saying/- you know what I'm saying, little brother be competition, you know what I'm saying, I ain't[AA0] gonna say like, petty petty, but, you know what I'm saying, /it wouldn't be like, oh yeah./ Like I remember like me /rolled out/	848.1836
463	DCB_se1_ag2_m_03	848.1836	(pause 0.42)	848.6048
464	DCB_se1_ag2_m_03	848.6048	throwing him off the bed	849.7626
465	DCB_se1_ag2_m_03	849.7626	(pause 0.41)	850.1730
466	DCB_se1_ag2_m_03	850.1730	and him fucking like- He had the real /??/ that's why he got a scar on his cheek cause like, I threw him off the bed and he scarred his cheek off the- uh,	856.0496
467	DCB_se1_ag2_m_03	856.0496	(pause 0.84)	856.8904
468	DCB_se1_ag2_m_03	856.8904	like the dresser.	857.6378
469	DCB_se1_ag2_m_03	857.6378	(pause 0.59)	858.2317
470	DCB_se1_ag2_m_03	858.2317	And them I remember another time we was running in the house, he was trying to chase me some tricky shit,	861.2121
471	DCB_se1_ag2_m_03	861.2121	(pause 0.47)	861.6859
472	DCB_se1_ag2_m_03	861.6859	and like I juked, shook and like, it was like a little hallway like you gotta hit him with the quick move.	865.7298
473	DCB_se1_ag2_m_03	865.7298	(pause 0.41)	866.1369
474	DCB_se1_ag2_m_03	866.1369	And the nigga /realized/	867.3322
475	DCB_se1_ag2_m_03	867.3322	(pause 0.73)	868.0629
476	DCB_se1_ag2_m_03	868.0629	boom, head first like lunched. I'm like, damn cuz, had to get another stitches and shit.	872.3037
477	DCB_se1_ag2_m_03	872.3037	(pause 0.55)	872.8584
478	DCB_se1_ag2_m_03	872.8584	/But it's ??/ it's like, you know, competition like the little sports and everything, I guess /you could/ say sports, me and him	877.2360
479	DCB_se1_ag2_m_03	877.2360	(pause 0.26)	877.4996
480	DCB_se1_ag2_m_03	877.4996	compete in sports and shit.	878.5943
481	DCB_se1_ag2_m_03	878.5943	(pause 0.96)	879.5558
482	DCB_se1_ag2_m_03	879.5558	Yeah.	879.9328
483	DCB_se1_ag3_m_01	881.0472	<laugh>	881.5819
484	DCB_se1_ag3_m_01	881.5819	(pause 0.72)	882.3051
485	DCB_se1_ag3_m_01	882.3051	What sport?	882.8811
486	DCB_se1_ag3_m_01	882.8811	(pause 0.48)	883.3628
487	DCB_se1_ag3_m_01	883.3628	Bas- like basketball, football,	884.8517
488	DCB_se1_ag2_m_03	885.0186	I [mean, for the most] part, uh, for right now, mainly now, it's /usually just/ football, you know, for the most part football.	890.2403
489	DCB_se1_ag3_m_01	885.1387	[baseball, /?/]	885.9028
490	DCB_se1_ag3_m_01	890.4013	Football.	890.7817
491	DCB_se1_ag2_m_03	891.2388	Yeah see who can keep up, who can throw the ball faster [or better, whatever.]	894.7510
492	DCB_se1_ag3_m_01	893.7512	[Mm-hm], yeah ain't nothing like that, that's the best.	896.7272
493	DCB_se1_ag3_m_01	897.5157	Who- who won?	898.1997
494	DCB_se1_ag3_m_01	898.1997	(pause 0.28)	898.4767
495	DCB_se1_ag3_m_01	898.4767	<laugh>	898.7469
496	DCB_se1_ag2_m_03	899.1406	Yeah last time I think it was me, and he was sorry, and he was like looking weak out there. I'm like, man you need to get your shit straight.	904.6235
497	DCB_se1_ag3_m_01	904.8303	<laugh>	905.6178
498	DCB_se1_ag2_m_03	905.7112	He like, yeah, I ain't[AA0] nowhere.	907.3027
499	DCB_se1_ag3_m_01	910.0329	Yeah.	911.0062
500	DCB_se1_ag3_m_01	911.0062	(pause 4.02)	915.0219
501	DCB_se1_ag3_m_01	915.0219	Well, man, well, thank you, man, I appreciate the interview, man. I appreciate your time, I know you gotta-	920.0309
502	DCB_se1_ag3_m_01	920.0309	(pause 0.37)	920.4046
503	DCB_se1_ag3_m_01	920.4046	got something to do, so.	921.9273
504	DCB_se1_ag2_m_03	922.4600	Nah, [you know, /we can keep this joint going/.]	924.4688
505	DCB_se1_ag3_m_01	922.8370	[But /?/ thank you, man, I appreciate] you, man,	925.4462
506	DCB_se1_ag3_m_01	925.6497	you know what I'm saying,	926.5324
507	DCB_se1_ag3_m_01	926.5324	(pause 0.26)	926.7963
508	DCB_se1_ag3_m_01	926.7963	so.	927.2163
509	DCB_se1_ag3_m_01	927.2163	(pause 0.88)	928.0938
510	DCB_se1_ag3_m_01	928.0938	Unless you have something else you wanna say?	929.6998
511	DCB_se1_ag2_m_03	930.1428	Uh, I mean, you know,	931.1292
512	DCB_se1_ag2_m_03	931.1292	(pause 1.48)	932.6120
513	DCB_se1_ag2_m_03	932.6120	I'm so DC.	933.6080
514	DCB_se1_ag3_m_01	933.9887	[<laugh>]	935.1114
515	DCB_se1_ag2_m_03	934.0892	[<laugh>]	934.6830
516	DCB_se1_ag3_m_01	936.1469	What would you tell kids like right now, if kids or somebody heard this, you know what I'm saying, like kids was listening to this right now, what advice would you give them?	942.3269
517	DCB_se1_ag2_m_03	942.4306	Oh man, you know, /unintelligible/ man, I wanna tell the kids man,	945.7417
518	DCB_se1_ag2_m_03	945.7417	(pause 0.58)	946.3236
519	DCB_se1_ag2_m_03	946.3236	listen to your parents,	947.4922
520	DCB_se1_ag2_m_03	947.4922	(pause 0.37)	947.8661
521	DCB_se1_ag2_m_03	947.8661	stay in school,	949.0787
522	DCB_se1_ag2_m_03	949.0787	(pause 1.12)	950.1939
523	DCB_se1_ag2_m_03	950.1939	um, you know, you- you the future, so, you know what I'm saying, definitely, you know, you got what it take	954.6838
524	DCB_se1_ag2_m_03	954.6838	(pause 0.44)	955.1205
525	DCB_se1_ag2_m_03	955.1205	to be who you want.	956.0755
526	DCB_se1_ag2_m_03	956.0755	(pause 0.45)	956.5216
527	DCB_se1_ag2_m_03	956.5216	And, you know, don't let nobody, you know,	958.4323
528	DCB_se1_ag2_m_03	958.4323	(pause 0.18)	958.6145
529	DCB_se1_ag2_m_03	958.6145	sell you short or whatever the case may be.	960.8323
530	DCB_se1_ag2_m_03	960.8323	(pause 0.38)	961.2094
531	DCB_se1_ag2_m_03	961.2094	You know what I'm saying, keep it real to yourself at all times.	963.6242
532	DCB_se1_ag2_m_03	963.6242	(pause 0.55)	964.1757
533	DCB_se1_ag2_m_03	964.1757	And, you know,	964.8605
534	DCB_se1_ag2_m_03	964.8605	(pause 1.44)	966.2993
535	DCB_se1_ag2_m_03	966.2993	your mind is your best weapon.	967.9706
536	DCB_se1_ag2_m_03	967.9706	(pause 2.54)	970.5097
537	DCB_se1_ag2_m_03	970.5097	That's all I got to say, player.	971.7505
538	DCB_se1_ag3_m_01	972.5987	Mm-hm, so if a kid was out there saying, what do you mean by my mind is my best weapon?	976.4823
539	DCB_se1_ag2_m_03	976.6080	It's a tool, it's a- it's a-	978.4206
540	DCB_se1_ag2_m_03	978.4206	(pause 0.43)	978.8479
541	DCB_se1_ag2_m_03	978.8479	it's supposed to be used, it's supposed to-	980.7241
542	DCB_se1_ag2_m_03	980.7241	(pause 0.56)	981.2864
543	DCB_se1_ag2_m_03	981.2864	it's supposed to- you supposed to-	982.6372
544	DCB_se1_ag2_m_03	982.6372	(pause 0.89)	983.5263
545	DCB_se1_ag2_m_03	983.5263	I'm trying to tell you man, like I say, like, you know, like I say, your mind is your best weapon I'm talking about your brain.	988.4403
546	DCB_se1_ag2_m_03	988.4403	(pause 0.66)	989.1000
547	DCB_se1_ag2_m_03	989.1000	And, uh-	989.7566
548	DCB_se1_ag3_m_01	992.4558	Mind is a powerful thing.	993.6999
549	DCB_se1_ag2_m_03	993.7847	Yeah, it's a powerful thing to waste, you know, and it's- it's- it's- you know, like I say to kids, you are the future.	998.5009
550	DCB_se1_ag3_m_01	1002.4975	Mm, I appreciate that.	1003.8860
551	DCB_se1_ag3_m_01	1003.8860	(pause 0.53)	1004.4201
552	DCB_se1_ag3_m_01	1004.4201	You ever been to a play before?	1005.5227
553	DCB_se1_ag3_m_01	1005.5227	(pause 0.58)	1006.1007
554	DCB_se1_ag3_m_01	1006.1007	A live play?	1006.8087
555	DCB_se1_ag2_m_03	1006.9992	Nah.	1007.4107
556	DCB_se1_ag2_m_03	1007.4107	(pause 0.93)	1008.3445
557	DCB_se1_ag2_m_03	1008.3445	Nah.	1008.7623
558	DCB_se1_ag2_m_03	1008.7623	(pause 1.37)	1010.1289
559	DCB_se1_ag2_m_03	1010.1289	I thought about it, I wanna go to a opera, I wanna go see Phantom of the Opera.	1013.5374
560	DCB_se1_ag3_m_01	1014.0062	You wanna go see Phantom of the [Opera?]	1015.2691
561	DCB_se1_ag2_m_03	1015.1277	[Yeah.]	1015.6680
562	DCB_se1_ag3_m_01	1016.8429	You into the /opera/?	1017.7383
563	DCB_se1_ag2_m_03	1019.4354	You know,	1019.7873
564	DCB_se1_ag2_m_03	1019.7873	(pause 0.36)	1020.1517
565	DCB_se1_ag2_m_03	1020.1517	you know, I- you know, I wanna- you know, I'm just curious I [guess you could say, you know.]	1023.4690
566	DCB_se1_ag3_m_01	1022.5172	[Curious?]	1023.0572
567	DCB_se1_ag3_m_01	1023.0572	(pause 0.23)	1023.2869
568	DCB_se1_ag3_m_01	1023.2869	[Have you] ever seen- like do- sometimes when you're in the house like do you watch the opera? [You know what I'm saying.]	1026.8029
569	DCB_se1_ag2_m_03	1026.3034	[Nah yeah], I- I seen a little bit, you know, I just- I would just like- you know I've seen a little- an inside or whatever the case may be, but,	1032.0782
570	DCB_se1_ag2_m_03	1033.1400	you know, I'm still curious, I wanna, you know, get another	1035.6689
571	DCB_se1_ag2_m_03	1035.6689	(pause 0.62)	1036.2917
572	DCB_se1_ag2_m_03	1036.2917	glimpse, you know, I wanna go another-	1038.0760
573	DCB_se1_ag2_m_03	1038.0760	(pause 0.67)	1038.7483
574	DCB_se1_ag2_m_03	1038.7483	you know, I wanna peel that layer, you know what I'm saying, I wanna go another layer in	1041.9494
575	DCB_se1_ag2_m_03	1041.9494	(pause 0.16)	1042.1073
576	DCB_se1_ag2_m_03	1042.1073	/past./	1042.4089
577	DCB_se1_ag3_m_01	1043.4330	Mm-hm.	1044.1597
578	DCB_se1_ag2_m_03	1044.1524	<cough>	1044.7587
579	DCB_se1_ag3_m_01	1047.4203	So what did it- like, when did that start,	1049.0601
580	DCB_se1_ag3_m_01	1049.0601	(pause 0.18)	1049.2392
581	DCB_se1_ag3_m_01	1049.2392	you know?	1049.5753
582	DCB_se1_ag2_m_03	1050.6528	Uh,	1051.0769
583	DCB_se1_ag2_m_03	1051.0769	(pause 0.16)	1051.2340
584	DCB_se1_ag2_m_03	1051.2340	uh, nah, uh, probably- you know, in probably like, you know, thirteen, at probably age of thirteen.	1055.6988
585	DCB_se1_ag2_m_03	1055.6988	(pause 0.94)	1056.6381
586	DCB_se1_ag2_m_03	1056.6381	You know, I had a little, you know, I don't know.	1058.4539
587	DCB_se1_ag2_m_03	1058.4539	(pause 1.91)	1060.3615
588	DCB_se1_ag2_m_03	1060.3615	I don't know.	1060.8955
589	DCB_se1_ag2_m_03	1060.8955	(pause 1.18)	1062.0736
590	DCB_se1_ag2_m_03	1062.0736	I just got curious, I guess. [/unintelligible/]	1064.0527
591	DCB_se1_ag3_m_01	1063.7951	[Yeah], ain't nothing wrong with that.	1064.9727
592	DCB_se1_ag3_m_01	1065.7059	And always ask questions.	1066.9059
593	DCB_se1_ag3_m_01	1066.9059	(pause 3.83)	1070.7361
594	DCB_se1_ag3_m_01	1070.7361	Mm that's- Can you play any instruments?	1072.1592
595	DCB_se1_ag2_m_03	1074.4116	Uh, right now, you know, I used to know how to play the drums, trombone.	1077.7769
596	DCB_se1_ag3_m_01	1078.8262	You still know how to play the drums and trombone [or you used] to know how to [play?]	1082.6847
597	DCB_se1_ag2_m_03	1081.1108	[Yeah, yeah,]	1081.9228
598	DCB_se1_ag2_m_03	1081.9228	(pause 0.53)	1082.4522
599	DCB_se1_ag2_m_03	1082.4522	[Yeah], /I about to say/, I used to know how to play, I don't know like- I mean, I know how to play but at the same time, like y- if I'm trying to read it,	1087.7872
600	DCB_se1_ag2_m_03	1088.3558	trying to see what I'm playing, I wouldn't know what I'm looking at.	1090.6679
601	DCB_se1_ag3_m_01	1090.9538	[<laugh>]	1091.3404
602	DCB_se1_ag2_m_03	1090.9600	[Just a] little sort of I know what the- you know, couple notes and everything, but other than that, I be like, yeah I don't know, you ain't[AA0] nowhere.	1096.1191
603	DCB_se1_ag2_m_03	1097.1275	But, uh, you know, I can make it sound good, you know.	1099.0257
604	DCB_se1_ag2_m_03	1099.0257	(pause 0.14)	1099.1671
605	DCB_se1_ag2_m_03	1099.1671	Make it look good too, I guess.	1100.4791
606	DCB_se1_ag3_m_01	1100.5682	<laugh>	1101.1575
607	DCB_se1_ag3_m_01	1101.1575	(pause 2.04)	1103.1944
608	DCB_se1_ag3_m_01	1103.1944	You said the words, you ain't nowhere, um, a couple times.	1106.0539
609	DCB_se1_ag3_m_01	1106.0539	(pause 0.22)	1106.2738
610	DCB_se1_ag3_m_01	1106.2738	Is you-	1106.6100
611	DCB_se1_ag2_m_03	1106.6697	Word.	1106.8790
612	DCB_se1_ag3_m_01	1106.8739	you know, out of-	1107.6090
613	DCB_se1_ag3_m_01	1107.9608	what'd- the h- I mean, what does that mean?	1109.5797
614	DCB_se1_ag2_m_03	1109.7012	[Oh man], you know, /nu/- you ain't nowhere, it's like	1112.4916
615	DCB_se1_ag3_m_01	1109.7051	[What does that mean?]	1110.1504
616	DCB_se1_ag2_m_03	1113.3083	you ain't[AA0] nowhere, you ain't-[AA0] you ain't-[AA0] like, where you at now you somewhere, but you ain't[AA0] nowhere. It's like-	1118.4046
617	DCB_se1_ag2_m_03	1118.4046	(pause 0.57)	1118.9763
618	DCB_se1_ag2_m_03	1118.9763	it's like how them cats [say-]	1120.2392
619	DCB_se1_ag3_m_01	1120.0287	[So] it can be used in a lot of different terms?	1122.0463
620	DCB_se1_ag2_m_03	1122.0588	S- /unintelligible/ you- you know, d- it [depend- depending- yeah], depending on how you state it. Depending on how- you know, you know, how you- you know, how you phrase it, you know what I'm saying. Like,	1128.9834
621	DCB_se1_ag3_m_01	1123.6704	[A lot of different ways?]	1124.7134
622	DCB_se1_ag2_m_03	1129.5237	you know, I might crack a joke	1130.5478
623	DCB_se1_ag2_m_03	1130.5478	(pause 0.47)	1131.0159
