,Line,Spkr,StTime,Content,EnTime,Label,Aux
24,287,DCB_se2_ag2_f_02,306.7430,I'm black. They're not gonna hurt me.,"307.9647
",BE_N,'re not
25,287,DCB_se2_ag2_f_02,306.7430,I'm black. They're not gonna hurt me.,"307.9647
",BE_P,'m
26,291,DCB_se2_ag2_f_02,308.6874,"unless you c- you know, you're being nosy or something like that.","311.0316
",BE_P,'re
27,295,DCB_se2_ag2_f_02,312.5798,I'm sorry. I don't know if I'm answering your [question fully.],"314.3517
",DO_N,don't
28,295,DCB_se2_ag2_f_02,312.5798,I'm sorry. I don't know if I'm answering your [question fully.],"314.3517
",BE_P,'m
29,295,DCB_se2_ag2_f_02,312.5798,I'm sorry. I don't know if I'm answering your [question fully.],"314.3517
",BE_P,'m
30,306,DCB_se2_ag2_f_02,320.4076,"Um, I don't feel like it hindered me.","322.4687
",DO_N,don't
31,308,DCB_se2_ag2_f_02,323.5586,"The only thing that I know hindered me is when we came to Virginia,","325.8248
",BE_P,is
32,312,DCB_se2_ag2_f_02,328.2623,"And of course, when we were in DC, we didn't know we were behind. [We were actually advanced] when we were in DC.","331.7595
",DO_N,didn't
33,327,DCB_se2_ag2_f_02,349.6056,It's cause she's from DC.,"350.7201
",BE_P,'s
34,327,DCB_se2_ag2_f_02,349.6056,It's cause she's from DC.,"350.7201
",BE_P,'s
35,331,DCB_se2_ag2_f_02,353.2089,"And my mom's thinking- You know, I attended a Catholic school, a all girl's Catholic school, and my brother's the one that was in the public school","358.1329
",BE_P,'s
36,331,DCB_se2_ag2_f_02,353.2089,"And my mom's thinking- You know, I attended a Catholic school, a all girl's Catholic school, and my brother's the one that was in the public school","358.1329
",BE_P,'s
37,331,DCB_se2_ag2_f_02,353.2089,"And my mom's thinking- You know, I attended a Catholic school, a all girl's Catholic school, and my brother's the one that was in the public school","358.1329
",BE_P,'s
38,333,DCB_se2_ag2_f_02,358.3183,because they didn't have a boy's Catholic school at the time.,"360.0436
",DO_N,didn't
39,333,DCB_se2_ag2_f_02,358.3183,because they didn't have a boy's Catholic school at the time.,"360.0436
",BE_P,'s
40,333,DCB_se2_ag2_f_02,358.3183,because they didn't have a boy's Catholic school at the time.,"360.0436
",HV_P,have
41,337,DCB_se2_ag2_f_02,362.2864,I guess those things have stuck with me.,"364.1562
",HV_P,have
42,343,DCB_se2_ag2_f_02,367.9833,"children very different than Virginia does. Um, especially little black children.","371.0364
",DO_P,does
43,347,DCB_se2_ag2_f_02,372.6544,"and I've learned to not do that to other children, especially to my little cousins that are falling behind. You know, you never","377.5167
",BE_N,not
44,347,DCB_se2_ag2_f_02,372.6544,"and I've learned to not do that to other children, especially to my little cousins that are falling behind. You know, you never","377.5167
",BE_P,are
45,347,DCB_se2_ag2_f_02,372.6544,"and I've learned to not do that to other children, especially to my little cousins that are falling behind. You know, you never","377.5167
",HV_P,'ve
46,347,DCB_se2_ag2_f_02,372.6544,"and I've learned to not do that to other children, especially to my little cousins that are falling behind. You know, you never","377.5167
",DO_P,do
47,351,DCB_se2_ag2_f_02,378.6124,that they're falling [behind.],"379.8108
",BE_P,'re
48,382,DCB_se2_ag2_f_02,403.8621,"math was my favorite subject. Um, for some reason me and my siblings, math has never been a problem. We've all","408.8409
",HV_P,has
49,382,DCB_se2_ag2_f_02,403.8621,"math was my favorite subject. Um, for some reason me and my siblings, math has never been a problem. We've all","408.8409
",HV_P,'ve
50,388,DCB_se2_ag2_f_02,413.7405,"always had A's in math, um, all of us.","415.6523
",BE_P,'s
51,390,DCB_se2_ag2_f_02,416.2538,"Uh, but I say about middle school is when I","419.1529
",BE_P,is
52,402,DCB_se2_ag2_f_02,425.4887,"a woman has always amazed me, that","427.6709
",HV_P,has
53,412,DCB_se2_ag2_f_02,439.1207,did we come from a god?,"440.1279
",DO_P,did
54,414,DCB_se2_ag2_f_02,440.4403,Did we we come from,"441.3309
",DO_P,did
55,416,DCB_se2_ag2_f_02,441.5128,"basically dinosaurs, like they're telling us in school.","443.3908
",BE_P,'re
56,418,DCB_se2_ag2_f_02,443.9177,"Um, and it's because I had a student in my class that was a atheist,","446.2025
",BE_P,'s
57,420,DCB_se2_ag2_f_02,446.3657,"and I was in middle school, didn't know any better.","447.9930
",DO_N,didn't
58,422,DCB_se2_ag2_f_02,449.0970,"My mother's a Catholic, which my father may have told you. She's Catholic. He's Baptist.","452.6221
",BE_P,'s
59,422,DCB_se2_ag2_f_02,449.0970,"My mother's a Catholic, which my father may have told you. She's Catholic. He's Baptist.","452.6221
",BE_P,'s
60,422,DCB_se2_ag2_f_02,449.0970,"My mother's a Catholic, which my father may have told you. She's Catholic. He's Baptist.","452.6221
",BE_P,'s
61,422,DCB_se2_ag2_f_02,449.0970,"My mother's a Catholic, which my father may have told you. She's Catholic. He's Baptist.","452.6221
",HV_P,have
62,426,DCB_se2_ag2_f_02,454.0478,"Okay. We never attended church. They shouldn't have been married to begin with. Um,","457.1114
",HV_P,have
63,432,DCB_se2_ag2_f_02,461.7684,"of course [you know, that is-]","462.7523
",BE_P,is
64,438,DCB_se2_ag2_f_02,467.8244,literally to this day have never walked foot in a church to attend church services with my parents,"471.9278
",HV_P,have
65,446,DCB_se2_ag2_f_02,477.1491,And I'm thankful for that,"477.9464
",BE_P,'m
66,466,DCB_se2_ag2_f_02,494.2771,"Well let me find out where science is coming from,","496.2542
",BE_P,is
67,495,DCB_se2_ag2_f_02,519.8625,is my key,"520.4209
",BE_P,is
68,506,DCB_se2_ag2_f_02,529.5823,I [shouldn't cause] I'm,"530.3983
",BE_P,'m
69,520,DCB_se2_ag2_f_02,544.0117,should have been reading in middle school,"545.0316
",HV_P,have
70,522,DCB_se2_ag2_f_02,545.7498,to have me learn the bigger words.,"547.2186
",HV_P,have
71,525,DCB_se2_ag2_f_02,548.2678,"so yeah, that's my uh, favorite book. And I've love Harry /Pottah/- Harry Potter of course. Um,","551.6572
",BE_P,'s
72,525,DCB_se2_ag2_f_02,548.2678,"so yeah, that's my uh, favorite book. And I've love Harry /Pottah/- Harry Potter of course. Um,","551.6572
",HV_P,'ve
73,527,DCB_se2_ag2_f_02,551.7871,Read all the books. I've seen all the movies.,"553.3259
",HV_P,'ve
74,535,DCB_se2_ag2_f_02,559.7129,[I think- Did] you watch the movie,"561.2050
",DO_P,did
75,538,DCB_se2_ag2_f_02,562.8499,That's why.,"563.3115
",BE_P,'s
76,540,DCB_se2_ag2_f_02,564.1461,[And I don't-],"564.5751
",DO_N,don't
77,544,DCB_se2_ag2_f_02,568.9058,"And I've noticed everyone that I've talked to that has watched the movie first,","571.5637
",HV_P,has
78,544,DCB_se2_ag2_f_02,568.9058,"And I've noticed everyone that I've talked to that has watched the movie first,","571.5637
",HV_P,'ve
79,555,DCB_se2_ag2_f_02,579.7308,And you might have to read- What books have you read? Cause you might have to go and read the third book.,"583.5217
",HV_P,have
80,555,DCB_se2_ag2_f_02,579.7308,And you might have to read- What books have you read? Cause you might have to go and read the third book.,"583.5217
",HV_P,have
81,555,DCB_se2_ag2_f_02,579.7308,And you might have to read- What books have you read? Cause you might have to go and read the third book.,"583.5217
",HV_P,have
82,559,DCB_se2_ag2_f_02,585.6200,You might have to,"586.4127
",HV_P,have
83,579,DCB_se2_ag2_f_02,605.6286,but I love political science. It's what I majored in.,"607.2466
",BE_P,'s
84,591,DCB_se2_ag2_f_02,616.0257,both my parents- I am the first person,"617.6192
",BE_P,am
85,597,DCB_se2_ag2_f_02,620.0253,"literally, not even immediate family, the whole family.","621.9231
",BE_N,not
86,619,DCB_se2_ag2_f_02,639.2470,I'm the second child.,"639.9837
",BE_P,'m
87,622,DCB_se2_ag2_f_02,640.9711,technically I'm the third child. My mom's oldest son /RD-NAME-3/ passed away,"644.2818
",BE_P,'s
88,622,DCB_se2_ag2_f_02,640.9711,technically I'm the third child. My mom's oldest son /RD-NAME-3/ passed away,"644.2818
",BE_P,'m
89,624,DCB_se2_ag2_f_02,644.5149,"[um], when he was three. And I- I couldn't give you the details cause I don't","647.2952
",DO_N,don't
90,664,DCB_se2_ag2_f_02,682.0397,"I don't remember /RD-NAME-3/, but I know that /RD-NAME-2/ and I","684.7430
",DO_N,don't
91,672,DCB_se2_ag2_f_02,690.9248,But I'm not,"691.3352
",BE_N,'m not
92,680,DCB_se2_ag2_f_02,696.6031,"Um, I'm the only girl,","697.6896
",BE_P,'m
93,686,DCB_se2_ag2_f_02,701.0131,"all of my brothers. Like I've always been the more mature one. The one that's,","704.0486
",BE_P,'s
94,686,DCB_se2_ag2_f_02,701.0131,"all of my brothers. Like I've always been the more mature one. The one that's,","704.0486
",HV_P,'ve
95,688,DCB_se2_ag2_f_02,704.3051,maybe we shouldn't do that.,"705.3076
",DO_P,do
96,690,DCB_se2_ag2_f_02,705.8298,"Um, but I just promised that I would never- She didn't finish","708.3140
",DO_N,didn't
97,710,DCB_se2_ag2_f_02,726.1415,"[Um, because] Caroline County is in Farmville. Not Farmville. Um,","729.0884
",BE_P,is
98,714,DCB_se2_ag2_f_02,730.0292,"Caroline County, Virginia, that's down by King's Dominion.","731.8570
",BE_P,'s
99,714,DCB_se2_ag2_f_02,730.0292,"Caroline County, Virginia, that's down by King's Dominion.","731.8570
",BE_P,'s
100,724,DCB_se2_ag2_f_02,737.0364,"and basically I'm like, okay, yeah. I definitely still wanna be a lawyer.","739.6802
",BE_P,'m
101,735,DCB_se2_ag2_f_02,748.6027,intense program where we actually did mock,"750.8875
",DO_P,did
102,755,DCB_se2_ag2_f_02,764.9252,did not get into George Mason.,"766.1469
",DO_N,did not
103,759,DCB_se2_ag2_f_02,769.6569,and she was interested in /RD-SCHOOL-2/ for some reason. I didn't know why.,"772.2262
",DO_N,didn't
104,765,DCB_se2_ag2_f_02,776.5337,"with /RD-SCHOOL-2/'s campus. Like, it's beautiful.","778.2543
",BE_P,'s
105,765,DCB_se2_ag2_f_02,776.5337,"with /RD-SCHOOL-2/'s campus. Like, it's beautiful.","778.2543
",BE_P,'s
106,767,DCB_se2_ag2_f_02,778.7053,"George Mason is a good school,","780.1881
",BE_P,is
107,769,DCB_se2_ag2_f_02,780.9248,"educational wise, but it's not beautiful.","782.8180
",BE_N,'s not
108,771,DCB_se2_ag2_f_02,783.4055,It's-,"783.7832
",BE_P,'s
109,777,DCB_se2_ag2_f_02,787.0321,"/RD-SCHOOL-1/ University, we were greeted as soon as we got there. The black students are running up to us saying, oh my gosh. Like, you're gonna love it here.","793.1487
",BE_P,are
110,777,DCB_se2_ag2_f_02,787.0321,"/RD-SCHOOL-1/ University, we were greeted as soon as we got there. The black students are running up to us saying, oh my gosh. Like, you're gonna love it here.","793.1487
",BE_P,'re
111,785,DCB_se2_ag2_f_02,799.7222,"Let /RD-NAME-2/ go on his own little tour, and I'm like,","802.0863
",BE_P,'m
112,787,DCB_se2_ag2_f_02,802.3055,this is home. This is family.,"803.6565
",BE_P,is
113,787,DCB_se2_ag2_f_02,802.3055,this is home. This is family.,"803.6565
",BE_P,is
114,789,DCB_se2_ag2_f_02,804.2021,"And like, we're really big on family,","805.7548
",BE_P,'re
115,793,DCB_se2_ag2_f_02,807.9184,"I'm at the back of the tour crowd. Like,","809.6845
",BE_P,'m
116,803,DCB_se2_ag2_f_02,820.0070,"I'm like, this is home for me,","820.9291
",BE_P,is
117,803,DCB_se2_ag2_f_02,820.0070,"I'm like, this is home for me,","820.9291
",BE_P,'m
118,811,DCB_se2_ag2_f_02,825.9417,"Even though I got in, and that's where I literally I wanted to go from sixth grade up until","829.7315
",BE_P,'s
119,816,DCB_se2_ag2_f_02,831.3309,I haven't regretted it.,"832.0816
",HV_N,haven't
120,818,DCB_se2_ag2_f_02,832.2437,"I enjoyed /RD-SCHOOL-2/. Um, it- it- it's a PWI, as you probably already know.","835.6243
",BE_P,'s
121,828,DCB_se2_ag2_f_02,842.6734,don't worry about the fact that,"843.9557
",DO_N,don't
122,838,DCB_se2_ag2_f_02,851.1949,"[Oh no, you're fine. You're fine]","852.2244
",BE_P,'re
123,838,DCB_se2_ag2_f_02,851.1949,"[Oh no, you're fine. You're fine]","852.2244
",BE_P,'re
124,850,DCB_se2_ag2_f_02,871.9647,"/RD-NAME-3/ actually didn't get in to /RD-SCHOOL-2/, even though we went to /RD-SCHOOL-2/ partially for her.","875.6099
",DO_N,didn't
125,862,DCB_se2_ag2_f_02,885.1864,"Um, it's about two o'clock in the morning, and they have this really old restaurant called Macadoos,","889.7782
",BE_P,'s
126,862,DCB_se2_ag2_f_02,885.1864,"Um, it's about two o'clock in the morning, and they have this really old restaurant called Macadoos,","889.7782
",HV_P,have
127,864,DCB_se2_ag2_f_02,889.9507,and we went to Macadoos. And we're out,"891.3729
",BE_P,'re
128,868,DCB_se2_ag2_f_02,893.9410,"Um, cause it's that freedom that none of us have ever had!","896.2957
",BE_P,'s
129,868,DCB_se2_ag2_f_02,893.9410,"Um, cause it's that freedom that none of us have ever had!","896.2957
",HV_P,have
130,870,DCB_se2_ag2_f_02,897.0931,And we're walking back on Main Street.,"898.8359
",BE_P,'re
131,874,DCB_se2_ag2_f_02,902.0393,"We're walking,","902.7760
",BE_P,'re
132,880,DCB_se2_ag2_f_02,906.5751,"closer than me and you are right now,","908.0113
",BE_P,are
133,890,DCB_se2_ag2_f_02,916.4955,"point in time. Cause I'm like, if they were to pull over, there's nothing we can do right now to defend ourselves.","921.3402
",BE_P,'m
134,890,DCB_se2_ag2_f_02,916.4955,"point in time. Cause I'm like, if they were to pull over, there's nothing we can do right now to defend ourselves.","921.3402
",DO_P,do
135,892,DCB_se2_ag2_f_02,921.7366,We have some pepper spray.,"922.9338
",HV_P,have
136,894,DCB_se2_ag2_f_02,923.0923,That's what we have.,"923.7358
",BE_P,'s
137,894,DCB_se2_ag2_f_02,923.0923,That's what we have.,"923.7358
",HV_P,have
138,896,DCB_se2_ag2_f_02,924.6637,"And /RD-NAME-2/ here with us, that's from the inner city,","927.1724
",BE_P,'s
139,913,DCB_se2_ag2_f_02,942.4446,"So, and I'm just-","943.7409
",BE_P,'m
140,915,DCB_se2_ag2_f_02,944.5102,"I couldn't fathom that something like that would of really happened, and I'm just like, wow.","947.7871
",BE_P,'m
141,921,DCB_se2_ag2_f_02,950.8133,"tears- Like I didn't have a tear moment until later on, but I-","953.4094
",DO_N,didn't
142,921,DCB_se2_ag2_f_02,950.8133,"tears- Like I didn't have a tear moment until later on, but I-","953.4094
",HV_P,have
143,935,DCB_se2_ag2_f_02,971.4047,Why are you with her? Cause obviously we don't know anyone. We're gonna everywhere together. We're gonna to Walmart together. We're gonna go to dinner together.,"976.8230
",DO_N,don't
144,935,DCB_se2_ag2_f_02,971.4047,Why are you with her? Cause obviously we don't know anyone. We're gonna everywhere together. We're gonna to Walmart together. We're gonna go to dinner together.,"976.8230
",BE_P,are
145,935,DCB_se2_ag2_f_02,971.4047,Why are you with her? Cause obviously we don't know anyone. We're gonna everywhere together. We're gonna to Walmart together. We're gonna go to dinner together.,"976.8230
",BE_P,'re
146,935,DCB_se2_ag2_f_02,971.4047,Why are you with her? Cause obviously we don't know anyone. We're gonna everywhere together. We're gonna to Walmart together. We're gonna go to dinner together.,"976.8230
",BE_P,'re
147,935,DCB_se2_ag2_f_02,971.4047,Why are you with her? Cause obviously we don't know anyone. We're gonna everywhere together. We're gonna to Walmart together. We're gonna go to dinner together.,"976.8230
",BE_P,'re
148,973,DCB_se2_ag2_f_02,1014.8782,"where I came from. I went from DC where there's black people everywhere,","1018.1796
",BE_P,'s
149,979,DCB_se2_ag2_f_02,1022.4636,"I- I- people think I'm joking. Like, we didn't know that we were black","1025.6052
",DO_N,didn't
150,979,DCB_se2_ag2_f_02,1022.4636,"I- I- people think I'm joking. Like, we didn't know that we were black","1025.6052
",BE_P,'m
151,989,DCB_se2_ag2_f_02,1033.7595,I know I have pretty eyes. I know that I look like I'm biracial. I know this.,"1037.0770
",BE_P,'m
152,989,DCB_se2_ag2_f_02,1033.7595,I know I have pretty eyes. I know that I look like I'm biracial. I know this.,"1037.0770
",HV_P,have
153,993,DCB_se2_ag2_f_02,1038.0249,"and you don't have the option to meet my brothers, but","1040.0393
",DO_N,don't
154,993,DCB_se2_ag2_f_02,1038.0249,"and you don't have the option to meet my brothers, but","1040.0393
",HV_P,have
155,995,DCB_se2_ag2_f_02,1040.7714,"we all look like we're siblings. You can tell we're all related, but we all look very different.","1044.1322
",BE_P,'re
156,995,DCB_se2_ag2_f_02,1040.7714,"we all look like we're siblings. You can tell we're all related, but we all look very different.","1044.1322
",BE_P,'re
157,997,DCB_se2_ag2_f_02,1044.2524,"[And I'm] the one that has hazel eyes,","1045.9311
",BE_P,'m
158,997,DCB_se2_ag2_f_02,1044.2524,"[And I'm] the one that has hazel eyes,","1045.9311
",HV_P,has
159,1007,DCB_se2_ag2_f_02,1055.0028,told me as I'm filling out,"1056.4762
",BE_P,'m
160,1013,DCB_se2_ag2_f_02,1058.9849,why are you marking,"1059.9174
",BE_P,are
161,1017,DCB_se2_ag2_f_02,1061.9074,I'm black.,"1062.4016
",BE_P,'m
162,1019,DCB_se2_ag2_f_02,1062.5275,What do you mean why am I,"1063.2363
",BE_P,am
163,1019,DCB_se2_ag2_f_02,1062.5275,What do you mean why am I,"1063.2363
",DO_P,do
164,1027,DCB_se2_ag2_f_02,1069.8518,"And I'm like, well my mommy says","1072.1972
",BE_P,'m
165,1035,DCB_se2_ag2_f_02,1078.1926,In second grade! When I'm about to take a test.,"1080.3550
",BE_P,'m
166,1041,DCB_se2_ag2_f_02,1083.1294,"she gets offended, and I'm guessing assuming that my mother is Caucasian since she's about to call my Caucasian mother.","1088.0943
",BE_P,'s
167,1041,DCB_se2_ag2_f_02,1083.1294,"she gets offended, and I'm guessing assuming that my mother is Caucasian since she's about to call my Caucasian mother.","1088.0943
",BE_P,is
168,1041,DCB_se2_ag2_f_02,1083.1294,"she gets offended, and I'm guessing assuming that my mother is Caucasian since she's about to call my Caucasian mother.","1088.0943
",BE_P,'m
169,1045,DCB_se2_ag2_f_02,1090.3791,"and I couldn't tell you cause I- I still- I was supposed to aks my mother how that conversation went. I don't know how it went,","1094.8450
",DO_N,don't
170,1049,DCB_se2_ag2_f_02,1096.6309,and we didn't really talk about it again-,"1098.3410
",DO_N,didn't
171,1055,DCB_se2_ag2_f_02,1102.9433,you know you're black.,"1103.9260
",BE_P,'re
172,1057,DCB_se2_ag2_f_02,1105.0871,You know you're my child. You know you're beautiful.,"1106.8496
",BE_P,'re
173,1057,DCB_se2_ag2_f_02,1105.0871,You know you're my child. You know you're beautiful.,"1106.8496
",BE_P,'re
174,1059,DCB_se2_ag2_f_02,1107.0501,That's it.,"1107.3672
",BE_P,'s
175,1069,DCB_se2_ag2_f_02,1117.0638,"Well I don't even remember how it was, but about","1119.1154
",DO_N,don't
176,1071,DCB_se2_ag2_f_02,1119.8522,"ninth grade, I wanna say, is the next time th-","1122.0239
",BE_P,is
177,1081,DCB_se2_ag2_f_02,1130.0196,"Cause til this time, like, I'm honestly believing that I'm black.","1132.2951
",BE_P,'m
178,1081,DCB_se2_ag2_f_02,1130.0196,"Cause til this time, like, I'm honestly believing that I'm black.","1132.2951
",BE_P,'m
179,1083,DCB_se2_ag2_f_02,1132.9468,"I'm just black, and I'm just lighter than everybody else, and I just have hazel eyes for no reason.","1136.4580
",BE_P,'m
180,1083,DCB_se2_ag2_f_02,1132.9468,"I'm just black, and I'm just lighter than everybody else, and I just have hazel eyes for no reason.","1136.4580
",BE_P,'m
181,1083,DCB_se2_ag2_f_02,1132.9468,"I'm just black, and I'm just lighter than everybody else, and I just have hazel eyes for no reason.","1136.4580
",HV_P,have
182,1093,DCB_se2_ag2_f_02,1144.5376,and they're,"1145.0121
",BE_P,'re
183,1095,DCB_se2_ag2_f_02,1145.2079,Caucasian is what I,"1146.0519
",BE_P,is
184,1099,DCB_se2_ag2_f_02,1147.6326,"So I'm like, okay, I'm just gonna sit on the steps. Cause if I come upstairs, obviously they're gonna stop talking.","1150.5609
",BE_P,'re
185,1099,DCB_se2_ag2_f_02,1147.6326,"So I'm like, okay, I'm just gonna sit on the steps. Cause if I come upstairs, obviously they're gonna stop talking.","1150.5609
",BE_P,'m
186,1099,DCB_se2_ag2_f_02,1147.6326,"So I'm like, okay, I'm just gonna sit on the steps. Cause if I come upstairs, obviously they're gonna stop talking.","1150.5609
",BE_P,'m
187,1105,DCB_se2_ag2_f_02,1154.9476,decide that they're gonna accept that my great grandmother,"1158.1079
",BE_P,'re
188,1107,DCB_se2_ag2_f_02,1158.5602,"is getting married to a black man, and she has","1160.2854
",BE_P,is
189,1107,DCB_se2_ag2_f_02,1158.5602,"is getting married to a black man, and she has","1160.2854
",HV_P,has
190,1129,DCB_se2_ag2_f_02,1175.7255,I guess my family just took upon that we're not Caucasian. We're just gonna identify that we're black.,"1179.7123
",BE_N,'re not
191,1129,DCB_se2_ag2_f_02,1175.7255,I guess my family just took upon that we're not Caucasian. We're just gonna identify that we're black.,"1179.7123
",BE_P,'re
192,1129,DCB_se2_ag2_f_02,1175.7255,I guess my family just took upon that we're not Caucasian. We're just gonna identify that we're black.,"1179.7123
",BE_P,'re
193,1135,DCB_se2_ag2_f_02,1184.4533,"And I'm like, okay, so what am I?","1185.6517
",BE_P,am
194,1135,DCB_se2_ag2_f_02,1184.4533,"And I'm like, okay, so what am I?","1185.6517
",BE_P,'m
195,1137,DCB_se2_ag2_f_02,1186.1692,Cause obviously I am,"1187.1997
",BE_P,am
196,1141,DCB_se2_ag2_f_02,1189.2782,So that's when I sit down with him and find out that we are,"1191.3952
",BE_P,'s
197,1141,DCB_se2_ag2_f_02,1189.2782,So that's when I sit down with him and find out that we are,"1191.3952
",BE_P,are
198,1145,DCB_se2_ag2_f_02,1192.9701,on his side of the family and on my mother's side of the family.,"1195.4881
",BE_P,'s
199,1147,DCB_se2_ag2_f_02,1196.0196,"And I'm like, well y'all have me going on my whole life not knowing what I am. I'm just thinking I'm just lighter than everybody else, and","1201.1523
",BE_N,not
200,1147,DCB_se2_ag2_f_02,1196.0196,"And I'm like, well y'all have me going on my whole life not knowing what I am. I'm just thinking I'm just lighter than everybody else, and","1201.1523
",BE_P,am
201,1147,DCB_se2_ag2_f_02,1196.0196,"And I'm like, well y'all have me going on my whole life not knowing what I am. I'm just thinking I'm just lighter than everybody else, and","1201.1523
",BE_P,'m
202,1147,DCB_se2_ag2_f_02,1196.0196,"And I'm like, well y'all have me going on my whole life not knowing what I am. I'm just thinking I'm just lighter than everybody else, and","1201.1523
",BE_P,'m
203,1147,DCB_se2_ag2_f_02,1196.0196,"And I'm like, well y'all have me going on my whole life not knowing what I am. I'm just thinking I'm just lighter than everybody else, and","1201.1523
",BE_P,'m
204,1147,DCB_se2_ag2_f_02,1196.0196,"And I'm like, well y'all have me going on my whole life not knowing what I am. I'm just thinking I'm just lighter than everybody else, and","1201.1523
",HV_P,have
205,1149,DCB_se2_ag2_f_02,1202.3321,"fine. And I'm like, and people are telling me,","1204.1506
",BE_P,are
206,1149,DCB_se2_ag2_f_02,1202.3321,"fine. And I'm like, and people are telling me,","1204.1506
",BE_P,'m
207,1151,DCB_se2_ag2_f_02,1204.8594,"You're biracial. Like, we can see that you're biracial.","1207.1617
",BE_P,'re
208,1151,DCB_se2_ag2_f_02,1204.8594,"You're biracial. Like, we can see that you're biracial.","1207.1617
",BE_P,'re
209,1153,DCB_se2_ag2_f_02,1207.4881,"And I'm like, no. Like,","1208.5605
",BE_P,'m
210,1155,DCB_se2_ag2_f_02,1209.1248,which one is it?,"1209.6936
",BE_P,is
211,1161,DCB_se2_ag2_f_02,1213.1244,And it's- it's still,"1214.5885
",BE_P,'s
212,1161,DCB_se2_ag2_f_02,1213.1244,And it's- it's still,"1214.5885
",BE_P,'s
213,1164,DCB_se2_ag2_f_02,1215.6330,"point in time- And I think, like I said, it's cause when I was younger","1217.9540
",BE_P,'s
214,1170,DCB_se2_ag2_f_02,1220.9009,"image in my home. Like, of course my father tells me I'm beautiful every day, but never","1224.8446
",BE_P,'m
215,1172,DCB_se2_ag2_f_02,1225.8331,realizing that I have pretty eyes. It wasn't until I moved to Virginia that it was a constant-,"1230.2011
",HV_P,have
216,1174,DCB_se2_ag2_f_02,1230.4856,"In the course of a week, two, three people, oh you have beautiful eyes. What are you mixed with? What are you?","1234.9293
",BE_P,are
217,1174,DCB_se2_ag2_f_02,1230.4856,"In the course of a week, two, three people, oh you have beautiful eyes. What are you mixed with? What are you?","1234.9293
",BE_P,are
218,1174,DCB_se2_ag2_f_02,1230.4856,"In the course of a week, two, three people, oh you have beautiful eyes. What are you mixed with? What are you?","1234.9293
",HV_P,have
219,1176,DCB_se2_ag2_f_02,1235.6556,"And it's like, do we really live in a society where we have to do that? It's-","1238.4300
",BE_P,'s
220,1176,DCB_se2_ag2_f_02,1235.6556,"And it's like, do we really live in a society where we have to do that? It's-","1238.4300
",BE_P,'s
