,Line,Spkr,StTime,Content,EnTime,Label,Aux
0,10,DCB_se1_ag2_m_01,16.8503,"I grew up in Kentland though, that's a part of Landover but","19.7399
",BE_P,'s
1,12,DCB_se1_ag2_m_01,19.8904,"I lived like, you know what I'm saying, I lived like /all/ Landover but like-","22.1144
",BE_P,'m
2,16,DCB_se1_ag2_m_01,26.4930,I learned how to do everything in [Kentland.],"28.1055
",DO_P,do
3,20,DCB_se1_ag2_m_01,29.9428,That's the neighborhood.,"30.7668
",BE_P,'s
4,22,DCB_se1_ag2_m_01,30.9610,"See Landover's just a city, but the actual neighborhood was Kentland.","33.5108
",BE_P,'s
5,70,DCB_se1_ag2_m_01,93.1412,I don't know who James was.,"94.1941
",DO_N,don't
6,81,DCB_se1_ag2_m_01,105.9135,"[Well it's in] Fairmount Heights, nah it's in Fairmount Heights, Fairmount Heights is it's own [city matter of fact.]","108.7436
",BE_P,'s
7,81,DCB_se1_ag2_m_01,105.9135,"[Well it's in] Fairmount Heights, nah it's in Fairmount Heights, Fairmount Heights is it's own [city matter of fact.]","108.7436
",BE_P,'s
8,81,DCB_se1_ag2_m_01,105.9135,"[Well it's in] Fairmount Heights, nah it's in Fairmount Heights, Fairmount Heights is it's own [city matter of fact.]","108.7436
",BE_P,'s
9,81,DCB_se1_ag2_m_01,105.9135,"[Well it's in] Fairmount Heights, nah it's in Fairmount Heights, Fairmount Heights is it's own [city matter of fact.]","108.7436
",BE_P,is
10,86,DCB_se1_ag2_m_01,109.8509,It's in Fairmount Heights.,"110.7278
",BE_P,'s
11,96,DCB_se1_ag2_m_01,121.9598,I'm a entrepreneur.,"122.8569
",BE_P,'m
12,98,DCB_se1_ag2_m_01,124.4116,I'm an entrepreneur.,"125.2105
",BE_P,'m
13,102,DCB_se1_ag2_m_01,132.1304,I don't know where my daddy was born.,"133.2842
",DO_N,don't
14,127,DCB_se1_ag2_m_01,173.3378,I don't know.,"173.8915
",DO_N,don't
15,131,DCB_se1_ag2_m_01,174.8520,I don't know.,"175.3020
",DO_N,don't
16,133,DCB_se1_ag2_m_01,175.4953,This is the uncomfortable part right here.,"176.7501
",BE_P,is
17,135,DCB_se1_ag2_m_01,177.1164,"I don't know it was just rough, you know what I'm saying, you just /seen/ this-","179.7236
",DO_N,don't
18,135,DCB_se1_ag2_m_01,177.1164,"I don't know it was just rough, you know what I'm saying, you just /seen/ this-","179.7236
",BE_P,'m
19,139,DCB_se1_ag2_m_01,183.4678,"we had rec centers and stuff like that, you know what I'm saying, we'd go play basketball and stuff like that.","187.0014
",BE_P,'m
20,141,DCB_se1_ag2_m_01,187.4745,"But it's just like,","188.0889
",BE_P,'s
21,147,DCB_se1_ag2_m_01,192.0233,You know what I'm [saying.],"192.6939
",BE_P,'m
22,153,DCB_se1_ag2_m_01,197.2384,you know what I'm saying.,"198.1357
",BE_P,'m
23,157,DCB_se1_ag2_m_01,200.5439,It's just,"201.1055
",BE_P,'s
24,159,DCB_se1_ag2_m_01,202.8514,"[But it was] cool though, it was cool cause it was a like, you know what I'm saying,","205.6581
",BE_P,'m
25,160,DCB_se1_ag2_m_01,206.0244,"you used to it like you grow up in a certain way so it's like you used to it, you look at it like-","209.3617
",BE_P,'s
26,162,DCB_se1_ag2_m_01,209.7892,"a person on the outside look at it like oh that's crazy but it was just like, you get used to it like it was just- it was cool cause it was just like","214.2834
",BE_P,'s
27,164,DCB_se1_ag2_m_01,214.8347,"it ain't coming my way, we could still play basketball it was just [like- but] if you- you see what's going on, you know what I'm saying.","219.4539
",BE_P,'s
28,164,DCB_se1_ag2_m_01,214.8347,"it ain't coming my way, we could still play basketball it was just [like- but] if you- you see what's going on, you know what I'm saying.","219.4539
",BE_P,'m
29,164,DCB_se1_ag2_m_01,214.8347,"it ain't coming my way, we could still play basketball it was just [like- but] if you- you see what's going on, you know what I'm saying.","219.4539
",AI,ain't
30,168,DCB_se1_ag2_m_01,221.2296,"it was cool though, you know what I'm saying, it was a lot of love and stuff like that, it's cool.","224.0474
",BE_P,'s
31,168,DCB_se1_ag2_m_01,221.2296,"it was cool though, you know what I'm saying, it was a lot of love and stuff like that, it's cool.","224.0474
",BE_P,'m
32,170,DCB_se1_ag2_m_01,225.7845,"Yeah the community was real cool, like, you know what I'm saying, everybody knew everybody like everybody messed with everybody you know what I'm saying.","230.7814
",BE_P,'m
33,170,DCB_se1_ag2_m_01,225.7845,"Yeah the community was real cool, like, you know what I'm saying, everybody knew everybody like everybody messed with everybody you know what I'm saying.","230.7814
",BE_P,'m
34,180,DCB_se1_ag2_m_01,239.9812,"[Well my- my sister-] yeah my older sister like, my- my older sister yeah, she was out there, you know what I'm saying, she was out there too you know what I'm saying, she's four years older than me so it was like,","247.2600
",BE_P,'s
35,180,DCB_se1_ag2_m_01,239.9812,"[Well my- my sister-] yeah my older sister like, my- my older sister yeah, she was out there, you know what I'm saying, she was out there too you know what I'm saying, she's four years older than me so it was like,","247.2600
",BE_P,'m
36,180,DCB_se1_ag2_m_01,239.9812,"[Well my- my sister-] yeah my older sister like, my- my older sister yeah, she was out there, you know what I'm saying, she was out there too you know what I'm saying, she's four years older than me so it was like,","247.2600
",BE_P,'m
37,183,DCB_se1_ag2_m_01,255.6749,"you know what I'm saying,","256.2949
",BE_P,'m
38,185,DCB_se1_ag2_m_01,256.8502,"established what's going on, and you ain't about to be out there doing all this and that you know what I'm saying so like,","261.0362
",BE_P,'s
39,185,DCB_se1_ag2_m_01,256.8502,"established what's going on, and you ain't about to be out there doing all this and that you know what I'm saying so like,","261.0362
",BE_P,'m
